DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
    31.867    12.985  1005.100   941.100    68.000    50.838 0 0          473006                
       -3.7396817428   0.04088       -0.0256413801   0.01364  0           473008                
FORTLEZA  WETTZELL  0748+126 2019 05 10 15 56  40.0000000000              473101                
   -3798917.71255088   0.05833  1180565.5598931264   0.11488 0      I     473102                
   0.00016    .00000    .00000    .00000  -2.530335398079318       0.1    473103                
  1.619   0.347  0.0026  0.0026 -0.0061 -0.0001     -10109.810            473104
  -0.04491  -0.00929    .00000    .00000    .00000    .00000              473105                
    31.867    12.986  1005.100   941.100    68.000    50.900 0 0          473106                
        0.5421835201   0.02753       -0.0184419824   0.02115  0           473108                
FORTLEZA  YEBES40M  0748+126 2019 05 10 15 56  40.0000000000              473201                
   -5071201.47030945   0.02062   868106.3484292526   0.04352 0      I     473202                
   0.00048    .00000    .00000    .00000  -2.441120566826100       0.0    473203                
  1.619   0.478  0.0026 -0.0031 -0.0061 -0.0006     -27668.914            473204
  -0.04491   0.00077    .00000    .00000    .00000    .00000              473205                
    31.867    13.700  1005.100   910.000    68.000    88.000 0 0          473206                
        1.7690933103   0.01447       -0.0050880087   0.01873  0           473208                
HART15M   WETTZ13N  0748+126 2019 05 10 15 56  40.0000000000              473301                
   -1176465.08959198   0.02485  -360945.8770170011   0.05063 0      I     473302                
   0.00038    .00000    .00000    .00000   0.125350922866989       0.0    473303                
  0.419   0.343 -0.0001  0.0018 -0.0004 -0.0000     -11839.607            473304
   0.00000   0.00000    .00000    .00000    .00000    .00000              473305                
    16.238    12.985   868.100   941.100    67.778    50.838 0 0          473306                
        0.5284998030   0.01370       -0.0222361697   0.01346  0           473308                
HART15M   WETTZELL  0748+126 2019 05 10 15 56  40.0000000000              473401                
   -1179033.34203574   0.00804  -360951.0685105688   0.01637 0      I     473402                
   0.00119    .00000    .00000    .00000  -6.135030459945170       0.0    473403                
  0.419   0.347 -0.0001  0.0026 -0.0004 -0.0001     -23104.682            473404
   0.00000  -0.00929    .00000    .00000    .00000    .00000              473405                
    16.238    12.986   868.100   941.100    67.778    50.900 0 0          473406                
        0.9626834787   0.00621       -0.0043094776   0.00737  0           473408                
HART15M   YEBES40M  0748+126 2019 05 10 15 56  40.0000000000              473501                
   -2451317.82355503   0.00527  -673409.8090291261   0.01154 0      I     473502                
   0.00188    .00000    .00000    .00000  -4.717362700036522       0.0    473503                
  0.419   0.478 -0.0001 -0.0031 -0.0004 -0.0006     -40663.785            473504
   0.00000   0.00077    .00000    .00000    .00000    .00000              473505                
    16.238    13.700   868.100   910.000    67.778    88.000 0 0          473506                
        2.1646613012   0.00686       -0.0061235793   0.01053  0           473508                
WETTZ13N  WETTZELL  0748+126 2019 05 10 15 56  40.0000000000              473601                
      -2568.24719991   0.00913       -5.1109109586   0.01860 0      I     473602                
   0.00104    .00000    .00000    .00000  -0.023152116035198       0.0    473603                
  0.343   0.347  0.0018  0.0026 -0.0000 -0.0001     -11265.075            473604
   0.00000  -0.00929    .00000    .00000    .00000    .00000              473605                
    12.985    12.986   941.100   941.100    50.838    50.900 0 0          473606                
        0.4574107331   0.00667        0.0000026403   0.00700  0           473608                
WETTZ13N  YEBES40M  0748+126 2019 05 10 15 56  40.0000000000              473701                
   -1274853.09244193   0.00891  -312463.9710695971   0.01949 0      I     473702                
   0.00111    .00000    .00000    .00000  -4.812259651791534       0.0    473703                
  0.343   0.478  0.0018 -0.0031 -0.0000 -0.0006     -28824.179            473704
   0.00000   0.00077    .00000    .00000    .00000    .00000              473705                
    12.985    13.700   941.100   910.000    50.838    88.000 0 0          473706                
        1.6238667762   0.00732        0.0135889117   0.01039  0           473708                
WETTZELL  YEBES40M  0748+126 2019 05 10 15 56  40.0000000000              473801                
   -1272284.84517666   0.00287  -312458.7939905147   0.00605 0      I     473802                
   0.00342    .00000    .00000    .00000  -4.791449178401436       0.0    473803                
  0.347   0.478  0.0026 -0.0031 -0.0001 -0.0006     -17559.103            473804
  -0.00929   0.00077    .00000    .00000    .00000    .00000              473805                
    12.986    13.700   941.100   910.000    50.900    88.000 0 0          473806                
        1.1959701973   0.00400       -0.0024233484   0.00595  0           473808                
FORTLEZA  HART15M   0827+243 2019 05 10 16 01   2.0000000000              473901                
   -3850335.72639926   0.04136  1377938.2084300264   0.02327 0      I     473902                
   0.00012    .00000    .00000    .00000  -1.075992447850862       0.1    473903                
  2.174   0.486  0.0082 -0.0000 -0.0123 -0.0003      12994.712            473904
  -0.04316   0.00000    .00000    .00000    .00000    .00000              473905                
    31.700    15.834  1005.000   868.100    67.903    68.331 0 0          473906                
       -0.4685112108   0.02968       -0.0191989890   0.00948  0           473908                
FORTLEZA  WETTZ13N  0827+243 2019 05 10 16 01   2.0000000000              474001                
   -9503705.70100519   0.03613  1089856.0645037545   0.01067 0      I     474002                
   0.00010    .00000    .00000    .00000  -1.725040625019833       0.1    474003                
  2.174   0.315  0.0082  0.0010 -0.0123  0.0000       1155.087            474004
  -0.04316   0.00000    .00000    .00000    .00000    .00000              474005                
    31.700    12.729  1005.000   941.138    67.903    52.253 0 0          474006                
       -0.0512658993   0.02064       -0.0452443396   0.00303  0           474008                
HART15M   WETTZ13N  0827+243 2019 05 10 16 01   2.0000000000              474101                
   -5653371.05228185   0.02434  -288081.8250607307   0.01370 0      I     474102                
   0.00021    .00000    .00000    .00000  -1.409713962997018       0.0    474103                
  0.486   0.315 -0.0000  0.0010 -0.0003  0.0000     -11839.625            474104
   0.00000   0.00000    .00000    .00000    .00000    .00000              474105                
    15.834    12.729   868.100   941.138    68.331    52.253 0 0          474106                
        0.4639134322   0.01669       -0.0327038609   0.00523  0           474108                
ISHIOKA   NYALES20  0602+673 2019 05 10 16 01  33.0000000000              474201                
  -15303502.49732667   0.03123  -139946.1297086313   0.01708 0      I     474202                
   0.00016    .00000    .00000    .00000  -3.552343173789292       0.1    474203                
  1.031   0.132 -0.0121 -0.0006  0.0026 -0.0002    -719619.827            474204
   0.00000  -0.00547    .00000    .00000    .00000    .00000              474205                
    15.000     0.165  1000.276  1022.300    91.202    56.718 0 0          474206                
        0.0836431150   0.02102       -0.0135273712   0.00635  0           474208                
ISHIOKA   URUMQI    0602+673 2019 05 10 16 01  33.0000000000              474301                
   -6553792.72816382   0.06507   228942.7361147803   0.00986 0      I     474302                
   0.00021    .00000    .00000    .00000  -3.951032237411823       0.0    474303                
  1.031   0.234 -0.0121 -0.0009  0.0026  0.0000     195611.389            474304
   0.00000   0.00000    .00000    .00000    .00000    .00000              474305                
    15.000    10.138  1000.276   793.000    91.202    46.091 0 0          474306                
        0.7686593063   0.02811        0.0246295879   0.00226  0           474308                
ISHIOKA   WETTZELL  0602+673 2019 05 10 16 01  33.0000000000              474401                
  -14010007.70259272   0.02129    -4211.8556140826   0.00629 0      I     474402                
   0.00017    .00000    .00000    .00000  -2.979758745732294       0.0    474403                
  1.031   0.312 -0.0121 -0.0012  0.0026 -0.0002     -10763.655            474404
   0.00000  -0.00716    .00000    .00000    .00000    .00000              474405                
    15.000    12.694  1000.276   941.121    91.202    52.611 0 0          474406                
        1.1180790917   0.02023       -0.0086371151   0.00367  0           474408                
ISHIOKA   YEBES40M  0602+673 2019 05 10 16 01  33.0000000000              474501                
  -13305077.11358125   0.01167   -91537.3267665311   0.00507 4      I     474502                
   0.00038    .00000    .00000    .00000  -1.071471066110179       0.0    474503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            474504
   0.00000  -0.00105    .00000    .00000    .00000    .00000              474505                
    15.000    13.700  1000.276   910.000    91.202    88.000 0 0          474506                
        2.2739695918   0.03258       -0.0051435684   0.01030  0           474508                
NYALES20  URUMQI    0602+673 2019 05 10 16 01  33.0000000000              474601                
    8749715.22013131   0.03240   368888.7278895835   0.00732 0      I     474602                
   0.00052    .00000    .00000    .00000   5.162764141811260       0.0    474603                
  0.132   0.234 -0.0006 -0.0009 -0.0002  0.0000     915231.216            474604
  -0.00547   0.00000    .00000    .00000    .00000    .00000              474605                
     0.165    10.138  1022.300   793.000    56.718    46.091 0 0          474606                
        0.7167730461   0.01530        0.0326380780   0.00282  0           474608                
NYALES20  WETTZELL  0602+673 2019 05 10 16 01  33.0000000000              474701                
    1293496.83060597   0.02249   135734.5292928650   0.01230 0      I     474702                
   0.00022    .00000    .00000    .00000   5.920173014784194       0.0    474703                
  0.132   0.312 -0.0006 -0.0012 -0.0002 -0.0002     708856.172            474704
  -0.00547  -0.00716    .00000    .00000    .00000    .00000              474705                
     0.165    12.694  1022.300   941.121    56.718    52.611 0 0          474706                
        0.9934893350   0.01375        0.0027945230   0.00393  0           474708                
NYALES20  YEBES40M  0602+673 2019 05 10 16 01  33.0000000000              474801                
    1998426.05876559   0.00899    48409.1878163941   0.00492 0      I     474802                
   0.00055    .00000    .00000    .00000   2.562560179901495       0.0    474803                
  0.132   0.456 -0.0006  0.0032 -0.0002  0.0002     691296.909            474804
  -0.00547  -0.00105    .00000    .00000    .00000    .00000              474805                
     0.165    13.700  1022.300   910.000    56.718    88.000 0 0          474806                
        2.1684410034   0.01363        0.0076461814   0.00530  0           474808                
URUMQI    WETTZELL  0602+673 2019 05 10 16 01  33.0000000000              474901                
   -7456216.44922686   0.02725  -233154.3662147245   0.00413 0      I     474902                
   0.00051    .00000    .00000    .00000  -3.276290814152148       0.0    474903                
  0.234   0.312 -0.0009 -0.0012  0.0000 -0.0002    -206375.044            474904
   0.00000  -0.00716    .00000    .00000    .00000    .00000              474905                
    10.138    12.694   793.000   941.121    46.091    52.611 0 0          474906                
        0.3714353552   0.01306       -0.0261081854   0.00168  0           474908                
URUMQI    YEBES40M  0602+673 2019 05 10 16 01  33.0000000000              475001                
   -6751286.50178522   0.01975  -320479.7423116862   0.00354 0      I     475002                
   0.00077    .00000    .00000    .00000   0.197070458556447       0.0    475003                
  0.234   0.456 -0.0009  0.0032  0.0000  0.0002    -223934.307            475004
   0.00000  -0.00105    .00000    .00000    .00000    .00000              475005                
    10.138    13.700   793.000   910.000    46.091    88.000 0 0          475006                
        1.6395095229   0.01497       -0.0273023817   0.00402  0           475008                
WETTZELL  YEBES40M  0602+673 2019 05 10 16 01  33.0000000000              475101                
     704929.41115784   0.00573   -87325.3453065291   0.00249 0      I     475102                
   0.00077    .00000    .00000    .00000   1.156219376741171       0.0    475103                
  0.312   0.456 -0.0012  0.0032 -0.0002  0.0002     -17559.263            475104
  -0.00716  -0.00105    .00000    .00000    .00000    .00000              475105                
    12.694    13.700   941.121   910.000    52.611    88.000 0 0          475106                
        1.1617482773   0.00792        0.0003009321   0.00243  0           475108                
KOKEE     YARRA12M  1417+385 2019 05 10 16 02   5.0000000000              475201                
   -4181122.61276531   0.01890  -961827.3399935061   0.00561 0      I     475202                
   0.00019    .00000    .00000    .00000  -2.138543389047875       0.0    475203                
  1.480   0.427 -0.0504 -0.0157 -0.0135 -0.0003    -549705.345            475204
  -0.05207   0.00000    .00000    .00000    .00000    .00000              475205                
    13.400    14.822   888.439   997.000    92.500    35.235 0 0          475206                
       -0.3148136949   0.01405        0.0416366721   0.00240  0           475208                
NYALES20  YEBES40M  1849+670 2019 05 10 16 06   4.0000000000              475301                
   11448057.29309329   0.00476     4073.7234705887   0.01043 1      I     475302                
   0.00208    .00000    .00000    .00000   4.605865199942611       0.0    475303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            475304
  -0.05859  -0.00396    .00000    .00000    .00000    .00000              475305                
     0.344    13.700  1022.200   910.000    52.563    88.000 0 0          475306                
        2.2936238551   0.01125        0.0219225626   0.01784  0           475308                
ISHIOKA   KOKEE     1749+096 2019 05 10 16 07  43.0000000000              475401                
    2520441.41666484   0.00480  1332182.3063619495   0.00834 0      I     475402                
   0.00184    .00000    .00000    .00000   5.334159863246580       0.0    475403                
  0.323   0.375  0.0005  0.0006 -0.0004 -0.0008      22126.097            475404
   0.00000  -0.05319    .00000    .00000    .00000    .00000              475405                
    14.927    13.400  1000.200   888.500    90.997    92.514 0 0          475406                
        0.1511431742   0.00549       -0.0514110212   0.00604  0           475408                
ISHIOKA   WARK12M   1749+096 2019 05 10 16 07  43.0000000000              475501                
    4103467.57515209   0.01050   730587.2515020019   0.01772 0      I     475502                
   0.00083    .00000    .00000    .00000   3.114462498932938       0.0    475503                
  0.323   0.526  0.0005  0.0276 -0.0004 -0.0002    -165546.312            475504
   0.00000   0.00000    .00000    .00000    .00000    .00000              475505                
    14.927     9.541  1000.200  1016.000    90.997   100.000 0 0          475506                
        0.8040003696   0.02667       -0.0526889802   0.02988  0           475508                
ISHIOKA   YARRA12M  1749+096 2019 05 10 16 07  43.0000000000              475601                
    6467359.43605142   0.00746  -529345.9643037901   0.01297 0      I     475602                
   0.00118    .00000    .00000    .00000   6.086073569626244       0.0    475603                
  0.323   0.281  0.0005 -0.0041 -0.0004  0.0007    -527577.520            475604
   0.00000   0.00000    .00000    .00000    .00000    .00000              475605                
    14.927    14.677  1000.200   997.000    90.997    35.645 0 0          475606                
       -0.0452855601   0.01868       -0.0122420954   0.02154  0           475608                
KOKEE     WARK12M   1749+096 2019 05 10 16 07  43.0000000000              475701                
    1583027.69249319   0.01123  -601594.2852023910   0.01702 0      I     475702                
   0.00073    .00000    .00000    .00000   4.302678158274757       0.0    475703                
  0.375   0.526  0.0006  0.0276 -0.0008 -0.0002    -187672.409            475704
  -0.05319   0.00000    .00000    .00000    .00000    .00000              475705                
    13.400     9.541   888.500  1016.000    92.514   100.000 0 0          475706                
        0.6823745051   0.01505        0.0287753530   0.01467  0           475708                
KOKEE     YARRA12M  1749+096 2019 05 10 16 07  43.0000000000              475801                
    3946922.71682975   0.00831 -1861525.7971484552   0.01227 0      I     475802                
   0.00098    .00000    .00000    .00000   1.232152491005947       0.0    475803                
  0.375   0.281  0.0006 -0.0041 -0.0008  0.0007    -549703.617            475804
  -0.05319   0.00000    .00000    .00000    .00000    .00000              475805                
    13.400    14.677   888.500   997.000    92.514    35.645 0 0          475806                
       -0.2009080523   0.01095        0.0422353665   0.01039  0           475808                
WARK12M   YARRA12M  1749+096 2019 05 10 16 07  43.0000000000              475901                
    2363897.09642011   0.01030 -1259932.2393774509   0.01561 0      I     475902                
   0.00080    .00000    .00000    .00000   2.452923164145113       0.0    475903                
  0.526   0.281  0.0276 -0.0041 -0.0002  0.0007    -362031.208            475904
   0.00000   0.00000    .00000    .00000    .00000    .00000              475905                
     9.541    14.677  1016.000   997.000   100.000    35.645 0 0          475906                
       -0.9104793952   0.02770        0.0147447444   0.02788  0           475908                
HART15M   KATH12M   1758-651 2019 05 10 16 07  56.0000000000              476001                
   -9510726.98025722   0.04523   119468.6509072632   0.01343 0      I     476002                
   0.00008    .00000    .00000    .00000  -2.271534995983707       0.1    476003                
  2.196   0.981 -0.0054 -0.0093  0.0176  0.0006       7368.931            476004
   0.00000   0.00000    .00000    .00000    .00000    .00000              476005                
    15.623    23.878   868.139  1000.366    68.908    26.827 0 0          476006                
       -0.2859894552   0.02115       -0.0083241797   0.00241  0           476008                
FORTLEZA  NYALES20  0743-006 2019 05 10 16 08  58.0000000000              476101                
   11125255.13502419   0.10288  1118260.8724838751   0.20960 2      I     476102                
   0.00010    .00000    .00000    .00000   1.364981911431393       0.2    476103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            476104
  -0.04216  -0.08054    .00000    .00000    .00000    .00000              476105                
    31.897     0.438  1004.900  1022.200    68.093    51.723 0 0          476106                
       -3.5617663060   0.04962        0.7332221899   0.04124  0           476108                
FORTLEZA  URUMQI    0743-006 2019 05 10 16 08  58.0000000000              476201                
   12893444.45485897   0.26895  2202964.3816965986   0.21864 2      I     476202                
   0.00012    .00000    .00000    .00000  -0.671524258083832       0.2    476203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            476204
  -0.04216   0.00000    .00000    .00000    .00000    .00000              476205                
    31.897     9.879  1004.900   793.000    68.093    47.200 0 0          476206                
       -2.1293887063   0.11424       -0.0455577097   0.04269  0           476208                
FORTLEZA  WETTZ13N  0743-006 2019 05 10 16 08  58.0000000000              476301                
    1465771.76501256   0.09545  1205685.6835315225   0.14841 4      I     476302                
   0.00011    .00000    .00000    .00000   1.375285015898637       0.2    476303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            476304
  -0.04216   0.00000    .00000    .00000    .00000    .00000              476305                
    31.897    11.980  1004.900   941.290    68.093    59.843 0 0          476306                
       -6.3684573408   0.05288       -0.9699280098   0.03987  0           476308                
FORTLEZA  WETTZELL  0743-006 2019 05 10 16 08  58.0000000000              476401                
    1463275.49742027   0.10855  1205670.0612880595   0.22116 4      I     476402                
   0.00010    .00000    .00000    .00000   1.335009631259205       0.2    476403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            476404
  -0.04216  -0.00900    .00000    .00000    .00000    .00000              476405                
    31.897    11.890  1004.900   941.200    68.093    59.390 0 0          476406                
       -2.7876404027   0.06198       -2.7842094831   0.06285  0           476408                
FORTLEZA  YEBES40M  0743-006 2019 05 10 16 08  58.0000000000              476501                
    -698486.03608096   0.03776   896542.7384141266   0.07968 0      I     476502                
   0.00026    .00000    .00000    .00000  -1.767156520288619       0.1    476503                
  1.389   0.550  0.0003 -0.0068 -0.0047 -0.0006     -27669.944            476504
  -0.04216  -0.00101    .00000    .00000    .00000    .00000              476505                
    31.897    13.700  1004.900   910.000    68.093    88.000 0 0          476506                
        1.8389074294   0.02740       -0.0958744817   0.03596  0           476508                
NYALES20  URUMQI    0743-006 2019 05 10 16 08  58.0000000000              476601                
    1768187.33105103   0.02695  1084691.8067943547   0.02266 0      I     476602                
   0.00121    .00000    .00000    .00000   4.023990600738980       0.0    476603                
  0.703   1.225 -0.1196  0.0019 -0.0026  0.0131     915232.514            476604
  -0.08054   0.00000    .00000    .00000    .00000    .00000              476605                
     0.438     9.879  1022.200   793.000    51.723    47.200 0 0          476606                
        0.7777171888   0.01231       -0.0106311920   0.00754  0           476608                
NYALES20  WETTZ13N  0743-006 2019 05 10 16 08  58.0000000000              476701                
   -9659461.28875387   0.09542    87359.9261191816   0.19441 4      I     476702                
   0.00016    .00000    .00000    .00000  -4.550463459785692       0.2    476703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            476704
  -0.08054   0.00000    .00000    .00000    .00000    .00000              476705                
     0.438    11.980  1022.200   941.290    51.723    59.843 0 0          476706                
       -5.3407107571   0.05987       -2.2180533199   0.06490  0           476708                
NYALES20  WETTZELL  0743-006 2019 05 10 16 08  58.0000000000              476801                
   -9661971.21855728   0.10004    87366.2504984557   0.20381 4      I     476802                
   0.00011    .00000    .00000    .00000  -2.379189288308525       0.2    476803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            476804
  -0.08054  -0.00900    .00000    .00000    .00000    .00000              476805                
     0.438    11.890  1022.200   941.200    51.723    59.390 0 0          476806                
       -4.7269681413   0.05637       -5.2392204895   0.05650  0           476808                
NYALES20  YEBES40M  0743-006 2019 05 10 16 08  58.0000000000              476901                
  -11823695.23256639   0.00621  -221729.3931603928   0.01359 0      I     476902                
   0.00159    .00000    .00000    .00000  -2.048755978160290       0.0    476903                
  0.703   0.550 -0.1196 -0.0068 -0.0026 -0.0006     691295.174            476904
  -0.08054  -0.00101    .00000    .00000    .00000    .00000              476905                
     0.438    13.700  1022.200   910.000    51.723    88.000 0 0          476906                
        2.0772079308   0.00671       -0.0150034332   0.01007  0           476908                
URUMQI    WETTZ13N  0743-006 2019 05 10 16 08  58.0000000000              477001                
  -11427691.74145106   0.26599  -997282.8016201477   0.21624 4      I     477002                
   0.00014    .00000    .00000    .00000  -3.366951741877279       0.2    477003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477004
   0.00000   0.00000    .00000    .00000    .00000    .00000              477005                
     9.879    11.980   793.000   941.290    47.200    59.843 0 0          477006                
        1.8081865476   0.12047       -6.7020352512   0.06905  0           477008                
URUMQI    WETTZELL  0743-006 2019 05 10 16 08  58.0000000000              477101                
  -11430187.12655956   0.28053  -997330.6430915027   0.23592 4      I     477102                
   0.00015    .00000    .00000    .00000  -5.676346768549771       0.2    477103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477104
   0.00000  -0.00900    .00000    .00000    .00000    .00000              477105                
     9.879    11.890   793.000   941.200    47.200    59.390 0 0          477106                
        1.5481450338   0.12391        1.2554152456   0.06432  0           477108                
URUMQI    YEBES40M  0743-006 2019 05 10 16 08  58.0000000000              477201                
  -13591880.63978880   0.02136 -1306419.8352928495   0.01861 0      I     477202                
   0.00157    .00000    .00000    .00000  -1.877680235529943       0.0    477203                
  1.225   0.550  0.0019 -0.0068  0.0131 -0.0006    -223937.340            477204
   0.00000  -0.00101    .00000    .00000    .00000    .00000              477205                
     9.879    13.700   793.000   910.000    47.200    88.000 0 0          477206                
        1.4414309214   0.01058        0.0117824459   0.00923  0           477208                
WETTZ13N  WETTZELL  0743-006 2019 05 10 16 08  58.0000000000              477301                
      -2499.74615686   0.05190       -0.0291896233   0.10574 1      I     477302                
   0.00019    .00000    .00000    .00000   0.969842175751666       0.1    477303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477304
   0.00000  -0.00900    .00000    .00000    .00000    .00000              477305                
    11.980    11.890   941.290   941.200    59.843    59.390 0 0          477306                
       -0.1102754765   0.03353        0.0679374501   0.03330  0           477308                
WETTZ13N  YEBES40M  0743-006 2019 05 10 16 08  58.0000000000              477401                
   -2164182.15933075   0.10102  -309099.0386690226   0.21318 4      I     477402                
   0.00012    .00000    .00000    .00000  -2.146871892724880       0.2    477403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477404
   0.00000  -0.00101    .00000    .00000    .00000    .00000              477405                
    11.980    13.700   941.290   910.000    59.843    88.000 0 0          477406                
        0.0627882997   0.06176       -2.7743813568   0.07425  0           477408                
WETTZELL  YEBES40M  0743-006 2019 05 10 16 08  58.0000000000              477501                
   -2161693.91859032   0.10830  -309085.0443178595   0.23698 4      I     477502                
   0.00013    .00000    .00000    .00000  -4.981450808476485       0.2    477503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477504
  -0.00900  -0.00101    .00000    .00000    .00000    .00000              477505                
    11.890    13.700   941.200   910.000    59.390    88.000 0 0          477506                
        2.5014819224   0.06483        0.5535991933   0.07952  0           477508                
ISHIOKA   WARK12M   1424-418 2019 05 10 16 09  58.0000000000              477601                
  -11017430.27801211   0.03082   344973.5025309847   0.06502 0      I     477602                
   0.00032    .00000    .00000    .00000   1.254113050512795       0.1    477603                
  2.591   0.566  0.0717 -0.0169  0.0355 -0.0005    -165547.035            477604
   0.00000   0.00000    .00000    .00000    .00000    .00000              477605                
    14.671     9.405  1000.200  1016.000    91.300   100.000 0 0          477606                
        0.7239752520   0.01954        0.0748207622   0.02209  0           477608                
ISHIOKA   YARRA12M  1424-418 2019 05 10 16 09  58.0000000000              477701                
  -18303413.83667983   0.02279  -361345.1914895156   0.04643 0      I     477702                
   0.00042    .00000    .00000    .00000  -2.736074179667864       0.0    477703                
  2.591   0.158  0.0717  0.0006  0.0355 -0.0000    -527576.995            477704
   0.00000   0.00000    .00000    .00000    .00000    .00000              477705                
    14.671    14.600  1000.200   996.981    91.300    35.800 0 0          477706                
       -0.1897222425   0.01333        0.0292054175   0.01378  0           477708                
WARK12M   YARRA12M  1424-418 2019 05 10 16 09  58.0000000000              477801                
   -7285991.24069220   0.02289  -706317.9518410101   0.05010 1      I     477802                
   0.00043    .00000    .00000    .00000  -2.854986985500992       0.0    477803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477804
   0.00000   0.00000    .00000    .00000    .00000    .00000              477805                
     9.405    14.600  1016.000   996.981   100.000    35.800 0 0          477806                
       -0.9187372585   0.01475       -0.0042651367   0.01744  0           477808                
ISHIOKA   KOKEE     2319+317 2019 05 10 16 11  37.0000000000              477901                
  -12878979.16282959   0.10895   275544.2024347310   0.21458 4      I     477902                
   0.00009    .00000    .00000    .00000  -1.751946541512904       0.2    477903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477904
   0.00000  -0.05319    .00000    .00000    .00000    .00000              477905                
    14.586    13.400  1000.200   888.500    91.403    92.600 0 0          477906                
        1.0599787858   0.05668       -0.6898030075   0.05066  0           477908                
ISHIOKA   NYALES20  2319+317 2019 05 10 16 11  37.0000000000              478001                
   -4651966.16574486   0.08112  1233897.8647731298   0.08876 2      I     478002                
   0.00009    .00000    .00000    .00000  -0.635378237872622       0.1    478003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            478004
   0.00000  -0.06854    .00000    .00000    .00000    .00000              478005                
    14.586     0.513  1000.200  1022.182    91.403    49.673 0 0          478006                
        4.0720895421   0.04380       -0.0583566901   0.02263  0           478008                
KOKEE     NYALES20  2319+317 2019 05 10 16 11  37.0000000000              478101                
    8227069.35170240   0.09520   958373.1322108043   0.19397 4      I     478102                
   0.00011    .00000    .00000    .00000   2.619234378427253       0.2    478103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            478104
  -0.05319  -0.06854    .00000    .00000    .00000    .00000              478105                
    13.400     0.513   888.500  1022.182    92.600    49.673 0 0          478106                
       -2.1376639571   0.05735        2.9920538025   0.06039  0           478108                
KATH12M   YARRA12M  2052-474 2019 05 10 16 12  46.0000000000              478201                
     404431.35728072   0.02614    43493.4398461702   0.02914 1      I     478202                
   0.00027    .00000    .00000    .00000   4.470953720176940       0.0    478203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            478204
   0.00000   0.00000    .00000    .00000    .00000    .00000              478205                
    23.850    14.600  1000.410   996.900    26.773    35.833 0 0          478206                
       -0.0411721687   0.02432       -0.0163778226   0.01659  0           478208                
KOKEE     NYALES20  0025+197 2019 05 10 16 14  28.0000000000              478301                
    7660557.46908011   0.03417  1361159.3825544764   0.03739 0      I     478302                
   0.00021    .00000    .00000    .00000   3.781135076721891       0.1    478303                
  0.448   0.489 -0.0008  0.0279  0.0013 -0.0107    -741742.927            478304
  -0.05097  -0.00932    .00000    .00000    .00000    .00000              478305                
    13.412    -0.236   888.512  1022.100    92.600    52.884 0 0          478306                
        0.1836235075   0.02409       -0.0208796773   0.01485  0           478308                
FORTLEZA  HART15M   0847-120 2019 05 10 16 14  38.0000000000              478401                
   -9677876.70150853   0.03687  1461600.2326803489   0.02036 0      I     478402                
   0.00014    .00000    .00000    .00000   0.111549714696034       0.1    478403                
  1.950   0.311 -0.0025  0.0001 -0.0107 -0.0002      12994.213            478404
  -0.04541   0.00000    .00000    .00000    .00000    .00000              478405                
    31.500    15.443  1004.863   868.228    67.743    69.457 0 0          478406                
       -0.6235331797   0.02837       -0.0431474580   0.00912  0           478408                
FORTLEZA  URUMQI    0847-120 2019 05 10 16 14  38.0000000000              478501                
    7936939.23725097   0.09178  2309987.1337755090   0.01696 0      I     478502                
   0.00017    .00000    .00000    .00000   5.269532933073627       0.1    478503                
  1.950   0.929 -0.0025  0.0002 -0.0107  0.0091     196269.237            478504
  -0.04541   0.00000    .00000    .00000    .00000    .00000              478505                
    31.500     9.680  1004.863   793.000    67.743    47.337 0 0          478506                
        0.3374687319   0.05018       -0.1048321256   0.01002  0           478508                
FORTLEZA  WETTZ13N  0847-120 2019 05 10 16 14  38.0000000000              478601                
     795222.47096163   0.05880  1161949.9775744982   0.01746 4      I     478602                
   0.00006    .00000    .00000    .00000   3.969289271948752       0.1    478603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            478604
  -0.04541   0.00000    .00000    .00000    .00000    .00000              478605                
    31.500    11.781  1004.863   941.219    67.743    61.381 0 0          478606                
        0.0370412269   0.04375       -0.0712967477   0.00748  0           478608                
