DATA IN NGS FORMAT FROM DATABASE 19MAY16XE_V005                                                 
    .00049    .00000    .00000    .00000  -5.442837608378316        0.    226203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            226204
    .04123    .00830    .00000    .00000    .00000    .00000              226205                
    18.628    10.416   954.900   905.767    50.513    51.000 0 0          226206                
       -2.2581158482    .01729         .0236926572    .00962  0           226208                
FORTLEZA  MATERA    2209+236 2019 05 17 11 14  44.0000000000              226301                
    9495697.58493331    .09972   328675.5417460108    .05222 2      I     226302                
    .00006    .00000    .00000    .00000   1.355545000108697        0.    226303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            226304
   -.00844    .04123    .00000    .00000    .00000    .00000              226305                
    26.624    18.628  1009.498   954.900    83.953    50.513 0 0          226306                
         .5146642934    .04237        -.0138383411    .01335  0           226308                
SVETLOE   WETTZELL  1226+373 2019 05 17 11 15  54.0000000000              226401                
    5126969.08900290    .02249   -56515.4604962839    .02711 0      I     226402                
    .00033    .00000    .00000    .00000   2.660718971359636        0.    226403                
  0.918   2.142 -0.0035  0.1017 -0.0158  0.0149    -216722.483            226404
    .00000   -.00549    .00000    .00000    .00000    .00000              226405                
    20.754    14.433  1016.830   937.400    30.217    54.834 0 0          226406                
        1.6492564524    .01254        -.0029546204    .01027  0           226408                
ISHIOKA   KOKEE     1212+171 2019 05 17 11 16  11.0000000000              226501                
    8396646.35922516    .04464  1192563.0348461670    .01319 0      I     226502                
    .00008    .00000    .00000    .00000   -.945508539976475        0.    226503                
  0.305   0.374 -0.0020 -0.0007  0.0000 -0.0008       5341.489            226504
    .00000   -.04823    .00000    .00000    .00000    .00000              226505                
    17.162    15.000  1008.777   890.962    87.523    90.085 0 0          226506                
         .2000372856    .02606        -.0113361232    .00522  0           226508                
KATH12M   YARRA12M  0646-306 2019 05 17 11 17   1.0000000000              226601                
   -6346549.33479105    .01409  -261096.0484077644    .00418 0      I     226602                
    .00026    .00000    .00000    .00000  -4.012816509437225        0.    226603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            226604
    .00000    .00000    .00000    .00000    .00000    .00000              226605                
    26.516     9.104   997.884   991.864    68.001    48.624 0 0          226606                
        4.0740425400    .01622         .0110532847    .00324  0           226608                
HART15M   KATH12M   0646-306 2019 05 17 11 17   1.0000000000              226701                
   11362661.00571356    .01109  1849815.0263816410    .00329 0      I     226702                
    .00033    .00000    .00000    .00000    .491939116559437        0.    226703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            226704
    .00000    .00000    .00000    .00000    .00000    .00000              226705                
    22.379    26.516   865.960   997.884    37.704    68.001 0 0          226706                
        -.6094570617    .01503        -.0146900934    .00300  0           226708                
HART15M   YARRA12M  0646-306 2019 05 17 11 17   1.0000000000              226801                
    5016108.70346138    .00822  1588718.7273952190    .00244 0      I     226802                
    .00044    .00000    .00000    .00000   3.982124110506280        0.    226803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            226804
    .00000    .00000    .00000    .00000    .00000    .00000              226805                
    22.379     9.104   865.960   991.864    37.704    48.624 0 0          226806                
        3.4659891461    .01216        -.0013377314    .00243  0           226808                
MATERA    SVETLOE   0434-188 2019 05 17 11 20  50.0000000000              226901                
    6993256.29278711    .03364   217382.0433465500    .06500 0      I     226902                
    .00032    .00000    .00000    .00000   1.739500790790637        0.    226903                
  0.624   1.778 -0.0036  0.0237 -0.0001  0.0074     218336.163            226904
    .04499    .00000    .00000    .00000    .00000    .00000              226905                
    18.837    20.466   954.888  1016.983    51.219    29.312 0 0          226906                
       -4.7170844543    .02030         .0571451583    .02324  0           226908                
MATERA    YEBES40M  0434-188 2019 05 17 11 20  50.0000000000              227001                
    1548982.70154538    .03512  -366838.1644688228    .07028 0      I     227002                
    .00031    .00000    .00000    .00000   2.042597284981427        0.    227003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            227004
    .04499   -.00807    .00000    .00000    .00000    .00000              227005                
    18.837    10.509   954.888   905.609    51.219    50.911 0 0          227006                
       -2.1435422838    .02575         .0195265284    .03291  0           227008                
SVETLOE   YEBES40M  0434-188 2019 05 17 11 20  50.0000000000              227101                
   -5444269.67781961    .00813  -584220.1810998651    .01780 0      I     227102                
    .00122    .00000    .00000    .00000  -2.347357322747135        0.    227103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            227104
    .00000   -.00807    .00000    .00000    .00000    .00000              227105                
    20.466    10.509  1016.983   905.609    29.312    50.911 0 0          227106                
        2.5833507575    .00577        -.0100256246    .00932  0           227108                
FORTLEZA  HART15M   2255-282 2019 05 17 11 22  22.0000000000              227201                
   13238365.91111763    .01252   716154.0163131479    .02552 0      I     227202                
    .00076    .00000    .00000    .00000    .509780198623609        0.    227203                
  1.192   0.958 -0.0006  0.0401  0.0003  0.0095       3346.418            227204
   -.00269    .00000    .00000    .00000    .00000    .00000              227205                
    26.654    22.248  1009.549   865.900    83.860    37.682 0 0          227206                
         .1804677545    .00963        -.0105673353    .01326  0           227208                
ISHIOKA   KATH12M   1243-072 2019 05 17 11 23   1.0000000000              227301                
   -5229923.33852691    .01758  -231998.9056097944    .00615 0      I     227302                
    .00022    .00000    .00000    .00000  -2.047315341168611        0.    227303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            227304
    .00000    .00000    .00000    .00000    .00000    .00000              227305                
    17.166    26.348  1008.922   997.948    88.376    68.855 0 0          227306                
        3.3897334054    .01317        -.0055293810    .00311  0           227308                
ISHIOKA   KOKEE     1243-072 2019 05 17 11 23   1.0000000000              227401                
    4911779.18819167    .01880  1284192.8683165640    .01207 0      I     227402                
    .00029    .00000    .00000    .00000   5.828259336082288        0.    227403                
  0.398   0.417 -0.0068  0.0033 -0.0007 -0.0011       5341.359            227404
    .00000   -.04878    .00000    .00000    .00000    .00000              227405                
    17.166    14.966  1008.922   890.866    88.376    89.832 0 0          227406                
         .1696637572    .00836        -.0002472392    .00367  0           227408                
KATH12M   KOKEE     1243-072 2019 05 17 11 23   1.0000000000              227501                
   10141710.34639334    .04557  1516191.7201307570    .02959 0      I     227502                
    .00012    .00000    .00000    .00000   3.041986434079194        0.    227503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            227504
    .00000   -.04878    .00000    .00000    .00000    .00000              227505                
    26.348    14.966   997.948   890.866    68.855    89.832 0 0          227506                
       -3.2197868149    .01560        -.0085426347    .00701  0           227508                
HART15M   YARRA12M  1057-797 2019 05 17 11 24  23.0000000000              227601                
   -4244596.67263295    .00974   224371.2884165244    .01984 0      I     227602                
    .00099    .00000    .00000    .00000   1.506303886256993        0.    227603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            227604
    .00000    .00000    .00000    .00000    .00000    .00000              227605                
    22.477     8.900   865.900   992.100    35.520    49.100 0 0          227606                
        3.4242144056    .01155        -.0313917674    .01584  0           227608                
FORTLEZA  HART15M   2355-534 2019 05 17 11 26  13.0000000000              227701                
    3286378.85276264    .02613   674164.0340038766    .05323 0      I     227702                
    .00037    .00000    .00000    .00000   2.455554633618220        0.    227703                
  1.558   0.444 -0.0018  0.0139  0.0001  0.0013       3346.380            227704
    .00406    .00000    .00000    .00000    .00000    .00000              227705                
    26.669    22.700  1009.575   865.890    83.813    34.895 0 0          227706                
        -.0092984329    .01241         .0245379439    .01725  0           227708                
SVETLOE   WETTZELL  1039+811 2019 05 17 11 26  28.0000000000              227801                
    2789079.08573364    .00364   -36942.1487254113    .00742 0      I     227802                
    .00262    .00000    .00000    .00000   1.261653258507136        0.    227803                
  0.392   0.320 -0.0006  0.0016 -0.0006  0.0001    -216722.489            227804
    .00000   -.00569    .00000    .00000    .00000    .00000              227805                
    20.131    15.480  1016.800   937.390    30.531    53.440 0 0          227806                
        1.5627457755    .00505         .0028821137    .00693  0           227808                
WETTZELL  YEBES40M  1039+811 2019 05 17 11 26  28.0000000000              227901                
    2979800.45465230    .00297    -7568.8419904352    .00650 0      I     227902                
    .00333    .00000    .00000    .00000   1.443384308658890        0.    227903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            227904
   -.00569    .01793    .00000    .00000    .00000    .00000              227905                
    15.480    10.610   937.390   905.700    53.440    50.000 0 0          227906                
        1.1926687609    .00644         .0088042247    .01037  0           227908                
MATERA    WETTZELL  1039+811 2019 05 17 11 26  28.0000000000              228001                
   -2104318.19520287    .01120    27506.3838947719    .02165 0      I     228002                
    .00095    .00000    .00000    .00000  -4.650974355118590        0.    228003                
  0.504   0.320  0.0022  0.0016 -0.0001  0.0001       1613.752            228004
    .04217   -.00569    .00000    .00000    .00000    .00000              228005                
    19.400    15.480   954.714   937.390    51.402    53.440 0 0          228006                
       -3.3114113308    .01196        -.0051962952    .01355  0           228008                
MATERA    SVETLOE   1039+811 2019 05 17 11 26  28.0000000000              228101                
   -4893397.46354254    .01104    64448.5252961388    .02134 0      I     228102                
    .00096    .00000    .00000    .00000  -3.235575874774798        0.    228103                
  0.504   0.392  0.0022 -0.0006 -0.0001 -0.0006     218336.241            228104
    .04217    .00000    .00000    .00000    .00000    .00000              228105                
    19.400    20.131   954.714  1016.800    51.402    30.531 0 0          228106                
       -4.8617001279    .01117        -.0108688874    .01267  0           228108                
MATERA    YEBES40M  1039+811 2019 05 17 11 26  28.0000000000              228201                
     875482.28678870    .00804    19937.5365914332    .01669 0      I     228202                
    .00137    .00000    .00000    .00000   3.859124950296534        0.    228203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            228204
    .04217    .01793    .00000    .00000    .00000    .00000              228205                
    19.400    10.610   954.714   905.700    51.402    50.000 0 0          228206                
       -2.1382409481    .01323        -.0216052452    .01742  0           228208                
SVETLOE   YEBES40M  1039+811 2019 05 17 11 26  28.0000000000              228301                
    5768879.50652211    .00278   -44511.0238917779    .00586 0      I     228302                
    .00353    .00000    .00000    .00000   1.706000088490203        0.    228303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            228304
    .00000    .01793    .00000    .00000    .00000    .00000              228305                
    20.131    10.610  1016.800   905.700    30.531    50.000 0 0          228306                
        2.7471017800    .00609         .0227566316    .00945  0           228308                
KOKEE     MATERA    1039+811 2019 05 17 11 26  28.0000000000              228401                
   -5122661.80460289    .03436  -414927.4669654238    .05835 0      I     228402                
    .00029    .00000    .00000    .00000  -5.902013451943161        0.    228403                
  0.517   0.504 -0.0138  0.0022 -0.0004 -0.0001      -9667.627            228404
   -.04988    .04217    .00000    .00000    .00000    .00000              228405                
    14.900    19.400   890.780   954.714    89.660    51.402 0 0          228406                
        4.3281835417    .03302        -.0002084994    .03291  0           228408                
KOKEE     WETTZELL  1039+811 2019 05 17 11 26  28.0000000000              228501                
   -7226980.13889559    .01436  -387420.9694173596    .02925 0      I     228502                
    .00066    .00000    .00000    .00000  -1.726726006515690        0.    228503                
  0.517   0.320 -0.0138  0.0016 -0.0004  0.0001      -8053.875            228504
   -.04988   -.00569    .00000    .00000    .00000    .00000              228505                
    14.900    15.480   890.780   937.390    89.660    53.440 0 0          228506                
        1.0775798506    .01906         .0339487584    .02612  0           228508                
KOKEE     YEBES40M  1039+811 2019 05 17 11 26  28.0000000000              228601                
   -4247179.64531834    .01024  -394989.8070593170    .02162 0      I     228602                
    .00096    .00000    .00000    .00000   -.940350196682074        0.    228603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            228604
   -.04988    .01793    .00000    .00000    .00000    .00000              228605                
    14.900    10.610   890.780   905.700    89.660    50.000 0 0          228606                
        2.2206577197    .02212         .0371061216    .03432  0           228608                
KOKEE     SVETLOE   1039+811 2019 05 17 11 26  28.0000000000              228701                
  -10016059.60822055    .01071  -350478.8905178460    .02110 0      I     228702                
    .00088    .00000    .00000    .00000  -1.188457341210744        0.    228703                
  0.517   0.392 -0.0138 -0.0006 -0.0004 -0.0006     208668.615            228704
   -.04988    .00000    .00000    .00000    .00000    .00000              228705                
    14.900    20.131   890.780  1016.800    89.660    30.531 0 0          228706                
        -.5193034651    .01505        -.0254786293    .01993  0           228708                
ISHIOKA   KATH12M   1418+546 2019 05 17 11 29  32.0000000000              228801                
   13533452.37221877    .03265  -172653.7123622821    .02717 0      I     228802                
    .00019    .00000    .00000    .00000    .249764096779891        0.    228803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            228804
    .00000    .00000    .00000    .00000    .00000    .00000              228805                
    17.348    26.279  1009.000   997.911    88.817    69.584 0 0          228806                
        3.5460917604    .01327        -.0010258587    .00757  0           228808                
ISHIOKA   KOKEE     1418+546 2019 05 17 11 29  32.0000000000              228901                
    2864681.74379172    .03351   789844.6773632400    .02829 0      I     228902                
    .00018    .00000    .00000    .00000  -1.570628281330113        0.    228903                
  0.321   0.262  0.0021 -0.0021 -0.0012 -0.0002       5341.235            228904
    .00000   -.04841    .00000    .00000    .00000    .00000              228905                
    17.348    14.900  1009.000   890.700    88.817    89.396 0 0          228906                
         .1237403253    .00998        -.0157048806    .00588  0           228908                
KATH12M   KOKEE     1418+546 2019 05 17 11 29  32.0000000000              229001                
  -10668783.52848244    .07307   962498.4719486763    .04406 0      I     229002                
    .00007    .00000    .00000    .00000  -2.598860663455929        0.    229003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229004
    .00000   -.04841    .00000    .00000    .00000    .00000              229005                
    26.279    14.900   997.911   890.700    69.584    89.396 0 0          229006                
       -3.4146911204    .01346        -.0223444210    .00601  0           229008                
ISHIOKA   MATERA    1418+546 2019 05 17 11 29  32.0000000000              229101                
   16096104.29685901    .04833     7247.4775033398    .03814 0      I     229102                
    .00014    .00000    .00000    .00000   4.074938736604958        0.    229103                
  0.321   2.104  0.0021  0.0530 -0.0012 -0.0033      -4326.382            229104
    .00000    .05140    .00000    .00000    .00000    .00000              229105                
    17.348    19.540  1009.000   954.800    88.817    50.282 0 0          229106                
        4.6587263818    .03018        -.0030522175    .01409  0           229108                
KOKEE     MATERA    1418+546 2019 05 17 11 29  32.0000000000              229201                
   13231451.45011471    .10845  -782599.3013421772    .06200 2      I     229202                
    .00005    .00000    .00000    .00000   -.215704613348488        0.    229203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229204
   -.04841    .05140    .00000    .00000    .00000    .00000              229205                
    14.900    19.540   890.700   954.800    89.396    50.282 0 0          229206                
        2.5116899554    .02701         .2433270132    .00981  0           229208                
KATH12M   MATERA    1418+546 2019 05 17 11 29  32.0000000000              229301                
    2562649.58402024    .08004   179902.5139924518    .03934 0      I     229302                
    .00007    .00000    .00000    .00000   3.326139863436251        0.    229303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229304
    .00000    .05140    .00000    .00000    .00000    .00000              229305                
    26.279    19.540   997.911   954.800    69.584    50.282 0 0          229306                
        1.2639730052    .03950        -.0101931003    .01159  0           229308                
HART15M   SVETLOE   0442+389 2019 05 17 11 32  37.0000000000              229401                
  -10483558.71439595    .21311   -11272.8083955471    .08339 2      I     229402                
    .00002    .00000    .00000    .00000    .242082841116316        0.    229403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229404
    .00000    .00000    .00000    .00000    .00000    .00000              229405                
    22.700    20.380   865.778  1016.800    33.833    30.683 0 0          229406                
       -3.9029640460    .02165         .7485130573    .00744  0           229408                
SVETLOE   WETTZELL  0442+389 2019 05 17 11 32  37.0000000000              229501                
   -1214844.78077067    .01303  -211715.5259702216    .00507 0      I     229502                
    .00032    .00000    .00000    .00000  -3.557631945398081        0.    229503                
  0.374   0.238  0.0005 -0.0002  0.0003  0.0001    -216722.493            229504
    .00000   -.00459    .00000    .00000    .00000    .00000              229505                
    20.380    15.359  1016.800   937.300    30.683    53.702 0 0          229506                
        1.5488169047    .00704         .0076391334    .00186  0           229508                
WETTZELL  YEBES40M  0442+389 2019 05 17 11 32  37.0000000000              229601                
     837892.19536132    .01133  -265246.3902263116    .00620 0      I     229602                
    .00044    .00000    .00000    .00000   3.078129258497096        0.    229603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229604
   -.00459    .01444    .00000    .00000    .00000    .00000              229605                
    15.359    10.735   937.300   905.665    53.702    50.000 0 0          229606                
        1.1671565125    .01095         .0080452282    .00441  0           229608                
SVETLOE   YEBES40M  0442+389 2019 05 17 11 32  37.0000000000              229701                
    -376952.29612366    .01628  -476961.8724171922    .00890 0      I     229702                
    .00030    .00000    .00000    .00000    .420679184217478        0.    229703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229704
    .00000    .01444    .00000    .00000    .00000    .00000              229705                
    20.380    10.735  1016.800   905.665    30.683    50.000 0 0          229706                
        2.6868824861    .00793         .0107803157    .00322  0           229708                
HART15M   YEBES40M  0442+389 2019 05 17 11 32  37.0000000000              229801                
  -10860446.37921382    .09757  -488224.9135871726    .05388 2      I     229802                
    .00005    .00000    .00000    .00000  -1.047918868377846        0.    229803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229804
    .00000    .01444    .00000    .00000    .00000    .00000              229805                
    22.700    10.735   865.778   905.665    33.833    50.000 0 0          229806                
       -5.8400439679    .02134        -.0041481252    .00911  0           229808                
HART15M   WETTZELL  0442+389 2019 05 17 11 32  37.0000000000              229901                
  -11698377.17629128    .09383  -222952.8653883292    .02786 2      I     229902                
    .00005    .00000    .00000    .00000  -4.140036513658637        0.    229903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            229904
    .00000   -.00459    .00000    .00000    .00000    .00000              229905                
    22.700    15.359   865.778   937.300    33.833    53.702 0 0          229906                
       -4.2126384381    .01712       -2.0088065638    .00377  0           229908                
ISHIOKA   KOKEE     1219+044 2019 05 17 11 34  38.0000000000              230001                
    8530446.88357549    .02537  1214831.5848459960    .01338 0      I     230002                
    .00019    .00000    .00000    .00000   5.649927145271748        0.    230003                
  0.337   0.454 -0.0035  0.0011  0.0002 -0.0019       5341.139            230004
    .00000   -.04953    .00000    .00000    .00000    .00000              230005                
    17.200    14.883  1009.030   890.683    88.480    88.928 0 0          230006                
         .2139792572    .01400        -.0007093507    .00502  0           230008                
FORTLEZA  MATERA    0529+483 2019 05 17 11 36  47.0000000000              230101                
  -17481046.35938070    .04489   742561.6768186434    .03645 0      I     230102                
    .00015    .00000    .00000    .00000  -3.551067519627144        0.    230103                
  6.873   0.307  0.0371  0.0002 -0.0224 -0.0000      -4029.075            230104
   -.00694    .05634    .00000    .00000    .00000    .00000              230105                
    26.710    20.378  1009.645   954.800    83.684    47.276 0 0          230106                
        -.3006288416    .02578        -.0083854211    .01242  0           230108                
YARRA12M  YEBES40M  0537-286 2019 05 17 11 37   7.0000000000              230201                
    3488184.59722306    .02424 -1823992.5169144660    .02138 8      I     230202                
    .00026    .00000    .00000    .00000   2.497065059213176        0.    230203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230204
    .00000    .01461    .00000    .00000    .00000    .00000              230205                
     8.454    10.828   992.100   905.600    50.048    49.723 0 0          230206                
        2.9078019690    .03421         .0971142197    .02219  0           230208                
ISHIOKA   KATH12M   0748+126 2019 05 17 11 39  34.0000000000              230301                
     177693.16680212    .02862   154686.8839854806    .04124 0      I     230302                
    .00028    .00000    .00000    .00000   4.486632282146455        0.    230303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230304
    .00000    .00000    .00000    .00000    .00000    .00000              230305                
    17.187    26.100  1009.100   997.988    88.900    70.300 0 0          230306                
        3.4179330418    .01690         .0072033704    .01652  0           230308                
ISHIOKA   YARRA12M  0748+126 2019 05 17 11 39  34.0000000000              230401                
   -2253381.50855991    .02510  -192374.8317199685    .03532 0      I     230402                
    .00032    .00000    .00000    .00000   1.364305734830622        0.    230403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230404
    .00000    .00000    .00000    .00000    .00000    .00000              230405                
    17.187     8.207  1009.100   992.107    88.900    50.963 0 0          230406                
        7.5690718457    .01523        -.0439785616    .01453  0           230408                
HART15M   ISHIOKA   0748+126 2019 05 17 11 39  34.0000000000              230501                
    4341890.06820738    .10218  2050126.8312653360    .16769 2      I     230502                
    .00008    .00000    .00000    .00000  -1.988227652904969        0.    230503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230504
    .00000    .00000    .00000    .00000    .00000    .00000              230505                
    22.740    17.187   865.700  1009.100    33.580    88.900 0 0          230506                
       -2.6318272057    .01571        -.3256014963    .01982  0           230508                
HART15M   KATH12M   0748+126 2019 05 17 11 39  34.0000000000              230601                
    4519603.03476033    .08745  2204810.0387393700    .14353 2      I     230602                
    .00010    .00000    .00000    .00000   -.376187050176556        0.    230603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230604
    .00000    .00000    .00000    .00000    .00000    .00000              230605                
    22.740    26.100   865.700   997.988    33.580    70.300 0 0          230606                
        -.7063021564    .01689        -.0480773410    .02036  0           230608                
HART15M   YARRA12M  0748+126 2019 05 17 11 39  34.0000000000              230701                
    2088526.82395851    .05423  1857747.5681959240    .08901 0      I     230702                
    .00016    .00000    .00000    .00000   3.067958113661865        0.    230703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230704
    .00000    .00000    .00000    .00000    .00000    .00000              230705                
    22.740     8.207   865.700   992.107    33.580    50.963 0 0          230706                
        3.4382380656    .01632        -.0180265917    .01870  0           230708                
SVETLOE   WETTZELL  0151+474 2019 05 17 11 41  34.0000000000              230801                
   -1737530.23015630    .00895   -16382.6735441315    .00630 0      I     230802                
    .00063    .00000    .00000    .00000   -.689253520671735        0.    230803                
  0.401   0.271  0.0000  0.0001  0.0020 -0.0003    -216722.497            230804
    .00000   -.00774    .00000    .00000    .00000    .00000              230805                
    20.366    15.480  1016.800   937.276    30.244    53.733 0 0          230806                
        1.5453125846    .00937         .0084606947    .00444  0           230808                
WETTZELL  YEBES40M  0151+474 2019 05 17 11 41  34.0000000000              230901                
    -910275.68590948    .00527  -135889.3734669842    .00200 0      I     230902                
    .00078    .00000    .00000    .00000   1.062354133592457        0.    230903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            230904
   -.00774    .00340    .00000    .00000    .00000    .00000              230905                
    15.480    10.915   937.276   905.570    53.733    49.000 0 0          230906                
        1.1480262471    .00934        -.0024447354    .00260  0           230908                
MATERA    WETTZELL  0151+474 2019 05 17 11 41  34.0000000000              231001                
    -842085.70445381    .01973  -103752.2453594825    .00708 0      I     231002                
    .00023    .00000    .00000    .00000  -3.814011534062810        0.    231003                
  0.330   0.271  0.0005  0.0001  0.0000 -0.0003       1613.956            231004
    .04424   -.00774    .00000    .00000    .00000    .00000              231005                
    20.221    15.480   954.774   937.276    48.296    53.733 0 0          231006                
       -3.3350480168    .01911         .0062063463    .00403  0           231008                
MATERA    SVETLOE   0151+474 2019 05 17 11 41  34.0000000000              231101                
     895444.49434902    .02862   -87369.5767619728    .01909 0      I     231102                
    .00022    .00000    .00000    .00000   3.878472016667633        0.    231103                
  0.330   0.401  0.0005  0.0000  0.0000  0.0020     218336.453            231104
    .04424    .00000    .00000    .00000    .00000    .00000              231105                
    20.221    20.366   954.774  1016.800    48.296    30.244 0 0          231106                
       -4.8336978042    .02452         .0077379753    .00962  0           231108                
MATERA    YEBES40M  0151+474 2019 05 17 11 41  34.0000000000              231201                
   -1752361.28567613    .01211  -239641.6176839453    .00339 0      I     231202                
    .00033    .00000    .00000    .00000  -3.122037594337559        0.    231203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            231204
    .04424    .00340    .00000    .00000    .00000    .00000              231205                
    20.221    10.915   954.774   905.570    48.296    49.000 0 0          231206                
       -2.1980723450    .01940         .0101592982    .00345  0           231208                
SVETLOE   YEBES40M  0151+474 2019 05 17 11 41  34.0000000000              231301                
   -2647805.70543969    .00654  -152272.0860680360    .00460 0      I     231302                
    .00086    .00000    .00000    .00000  -1.370384000544564        0.    231303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            231304
    .00000    .00340    .00000    .00000    .00000    .00000              231305                
    20.366    10.915  1016.800   905.570    30.244    49.000 0 0          231306                
        2.6781816709    .01109         .0079995744    .00574  0           231308                
FORTLEZA  HART15M   0119+115 2019 05 17 11 42  28.0000000000              231401                
   12085533.96335659    .04128  1379241.2822630420    .08409 8      I     231402                
    .00023    .00000    .00000    .00000    .535530003597963        0.    231403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            231404
   -.00269    .00000    .00000    .00000    .00000    .00000              231405                
    26.732    22.889  1009.683   865.700    83.614    33.436 0 0          231406                
         .0000000000    .00000         .0000000000    .00000  0           231408                
ISHIOKA   KATH12M   1255-316 2019 05 17 11 44  21.0000000000              231501                
  -11981423.52997383    .01443  -190890.1651611760    .01168 0      I     231502                
    .00042    .00000    .00000    .00000  -4.515238360679432        0.    231503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            231504
    .00000    .00000    .00000    .00000    .00000    .00000              231505                
    17.100    26.100  1009.100   997.917    88.900    70.383 0 0          231506                
        3.3826596512    .01049        -.0133063840    .00574  0           231508                
ISHIOKA   KOKEE     1255-316 2019 05 17 11 44  21.0000000000              231601                
    2926684.73309367    .01334  1083401.7368974970    .01433 0      I     231602                
    .00052    .00000    .00000    .00000    .367447287848215        0.    231603                
  0.769   0.844 -0.0303  0.0213 -0.0012 -0.0071       5340.954            231604
    .00000   -.05026    .00000    .00000    .00000    .00000              231605                
    17.100    14.828  1009.100   890.600    88.900    87.987 0 0          231606                
         .1564375016    .00433        -.0119003074    .00323  0           231608                
KATH12M   KOKEE     1255-316 2019 05 17 11 44  21.0000000000              231701                
   14908123.56392092    .02476  1274291.6103386040    .02709 0      I     231702                
    .00028    .00000    .00000    .00000   1.918832998590501        0.    231703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            231704
    .00000   -.05026    .00000    .00000    .00000    .00000              231705                
    26.100    14.828   997.917   890.600    70.383    87.987 0 0          231706                
       -3.2501297980    .00925        -.0002029045    .00697  0           231708                
FORTLEZA  WETTZELL  0229+131 2019 05 17 11 46  46.0000000000              231801                
    2476577.54335538    .04530  1074777.6537327830    .05694 0      I     231802                
    .00017    .00000    .00000    .00000   6.244309546851046        0.    231803                
  1.167   0.348  0.0004 -0.0004 -0.0004 -0.0006      -2415.320            231804
    .00506   -.00860    .00000    .00000    .00000    .00000              231805                
    26.749    15.122  1009.712   937.200    83.562    54.992 0 0          231806                
       -2.9861620989    .01029         .0466449082    .00928  0           231808                
HART15M   YARRA12M  OJ287    2019 05 17 11 47   1.0000000000              231901                
   -3887737.69750740    .00813  1765192.1601672200    .01656 0      I     231902                
    .00118    .00000    .00000    .00000  -1.015144410106676        0.    231903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            231904
    .00000    .00000    .00000    .00000    .00000    .00000              231905                
    22.770     8.278   865.700   992.200    33.036    50.567 0 0          231906                
        3.3798564548    .00714        -.0084547454    .00982  0           231908                
SVETLOE   YARRA12M  OJ287    2019 05 17 11 47   1.0000000000              232001                
     965800.32774073    .00892  1265482.0621109800    .01758 0      I     232002                
    .00106    .00000    .00000    .00000   1.045469492544273        0.    232003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            232004
    .00000    .00000    .00000    .00000    .00000    .00000              232005                
    20.503     8.278  1016.800   992.200    30.368    50.567 0 0          232006                
        7.9807790009    .00428        -.0151988417    .00575  0           232008                
HART15M   SVETLOE   OJ287    2019 05 17 11 47   1.0000000000              232101                
   -4853531.62723019    .00207   499709.7010732694    .00421 0      I     232102                
    .00465    .00000    .00000    .00000  -3.962052664318680        0.    232103                
  0.615   0.567 -0.0282  0.0014 -0.0034 -0.0061     210961.001            232104
