DATA IN NGS FORMAT FROM DATABASE 19JAN28XA_V002                                                 
  0.080   0.102  0.0002 -0.0026  0.0001  0.0008     126084.836            430804
  -0.06256   0.01256    .00000    .00000    .00000    .00000              430805                
    -4.145    -2.219  1005.900   997.900    74.655    79.257 0 0          430806                
        1.0679867910   0.01354        0.0300465193   0.01070  0           430808                
NYALES20  WETTZ13N  1849+670 2019 01 29 14 59  18.0000000000              430901                
    4187748.13613409   0.00694   277917.3584127841   0.01152 0      I     430902                
   0.00124    .00000    .00000    .00000   3.496018914630771       0.0    430903                
  0.080   0.132  0.0002  0.0003  0.0001  0.0015     148425.627            430904
  -0.06256   0.00000    .00000    .00000    .00000    .00000              430905                
    -4.145     0.169  1005.900   933.900    74.655    79.762 0 0          430906                
        0.5930176254   0.01178        0.0065868581   0.01275  0           430908                
ONSALA60  WETTZ13N  1849+670 2019 01 29 14 59  18.0000000000              431001                
    1680721.37630103   0.00711    69828.2327423990   0.01181 0      I     431002                
   0.00121    .00000    .00000    .00000   2.493704682549714       0.0    431003                
  0.102   0.132 -0.0026  0.0003  0.0008  0.0015      22340.791            431004
   0.01256   0.00000    .00000    .00000    .00000    .00000              431005                
    -2.219     0.169   997.900   933.900    79.257    79.762 0 0          431006                
       -0.4716438180   0.01302        0.0199177957   0.01416  0           431008                
FORTLEZA  HART15M   2126-158 2019 01 29 14 59  48.0000000000              431101                
    8584684.19990980   0.01174  1342812.4618724470   0.00467 0      I     431102                
   0.00036    .00000    .00000    .00000   2.039797503727427       0.0    431103                
  0.932   0.953  0.0007 -0.0001  0.0000  0.0037       4045.899            431104
  -0.03175   0.00000    .00000    .00000    .00000    .00000              431105                
    33.580    24.136  1008.800   864.600    51.480    55.445 0 0          431106                
       -0.0320180212   0.02166       -0.2352291372   0.00617  0           431108                
FORTLEZA  WETTZELL  2126-158 2019 01 29 14 59  48.0000000000              431201                
   15264766.15427458   0.01540   872162.0034352357   0.00611 0      I     431202                
   0.00027    .00000    .00000    .00000   0.967846735725897       0.0    431203                
  0.932   0.467  0.0007  0.0213  0.0000  0.0108      -2613.889            431204
  -0.03175  -0.00717    .00000    .00000    .00000    .00000              431205                
    33.580     0.157  1008.800   933.900    51.480    79.858 0 0          431206                
        0.9453975631   0.02551       -0.0530834897   0.00721  0           431208                
HART15M   WETTZELL  2126-158 2019 01 29 14 59  48.0000000000              431301                
    6680085.94273456   0.00696  -470649.8219586035   0.00277 4      I     431302                
   0.00061    .00000    .00000    .00000   0.050452796225603       0.0    431303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            431304
   0.00000  -0.00717    .00000    .00000    .00000    .00000              431305                
    24.136     0.157   864.600   933.900    55.445    79.858 0 0          431306                
        0.9644953133   0.04307        0.4347983732   0.01145  0           431308                
KOKEE     WETTZ13N  2229+695 2019 01 29 15 01  26.0000000000              431401                
  -17218690.40196316   0.03023   464106.6327811778   0.03637 0      I     431402                
   0.00024    .00000    .00000    .00000  -1.939704192053452       0.1    431403                
  1.218   0.101 -0.0942  0.0001  0.0152  0.0004      -8074.044            431404
  -0.02416   0.00000    .00000    .00000    .00000    .00000              431405                
     9.771     0.100   885.400   933.900    88.000    80.001 0 0          431406                
        0.5198090654   0.01461        0.0108826326   0.00718  0           431408                
NYALES20  WETTZ13N  2149+056 2019 01 29 15 03  44.0000000000              431501                
   -6893898.39204861   0.01853   455906.1037343298   0.02306 0      I     431502                
   0.00040    .00000    .00000    .00000  -2.961484400648279       0.0    431503                
  0.341   0.151 -0.0124 -0.0004  0.0009  0.0037     148425.365            431504
  -0.01588   0.00000    .00000    .00000    .00000    .00000              431505                
    -4.238     0.072  1005.800   933.900    76.563    80.228 0 0          431506                
        0.6451412540   0.01149        0.0000135488   0.00753  0           431508                
ONSALA60  WETTZ13N  2149+056 2019 01 29 15 03  44.0000000000              431601                
   -1559467.96198607   0.01807   123409.8850717243   0.02718 0      I     431602                
   0.00046    .00000    .00000    .00000  -2.719666177875776       0.0    431603                
  0.128   0.151  0.0083 -0.0004  0.0028  0.0037      22340.912            431604
   0.01640   0.00000    .00000    .00000    .00000    .00000              431605                
    -2.300     0.072   997.900   933.900    79.549    80.228 0 0          431606                
       -0.4551000212   0.01339        0.0228243842   0.01155  0           431608                
ISHIOKA   KOKEE     1739+522 2019 01 29 15 03  56.0000000000              431701                
   -7314108.18854176   0.04899  -245941.7316135441   0.03684 0      I     431702                
   0.00012    .00000    .00000    .00000  -4.640250870673277       0.1    431703                
  0.603   0.254 -0.0328 -0.0025 -0.0190  0.0017       8661.240            431704
   0.00000  -0.02491    .00000    .00000    .00000    .00000              431705                
    -0.274     9.700  1010.000   885.300    65.821    88.017 0 0          431706                
        0.1593998092   0.02072        0.0129730356   0.00441  0           431708                
ISHIOKA   WETTZELL  1739+522 2019 01 29 15 03  56.0000000000              431801                
   -7817474.09355779   0.07836  1193970.2136105404   0.09199 0      I     431802                
   0.00009    .00000    .00000    .00000   0.552198995176878       0.1    431803                
  0.603   0.229 -0.0328 -0.0044 -0.0190  0.0023      -1987.661            431804
   0.00000  -0.00634    .00000    .00000    .00000    .00000              431805                
    -0.274     0.065  1010.000   933.900    65.821    80.235 0 0          431806                
        1.2248134264   0.03316        0.0097456504   0.01105  0           431808                
KOKEE     WETTZELL  1739+522 2019 01 29 15 03  56.0000000000              431901                
    -503355.43291296   0.05348  1439911.5814484814   0.06277 0      I     431902                
   0.00014    .00000    .00000    .00000  -3.610763607041815       0.1    431903                
  0.254   0.229 -0.0025 -0.0044  0.0017  0.0023     -10648.901            431904
  -0.02491  -0.00634    .00000    .00000    .00000    .00000              431905                
     9.700     0.065   885.300   933.900    88.017    80.235 0 0          431906                
        1.0880917134   0.02254       -0.0010456219   0.00734  0           431908                
FORTLEZA  HART15M   1921-293 2019 01 29 15 04  29.0000000000              432001                
   13275946.15054122   0.00729   653179.3694198633   0.02106 0      I     432002                
   0.00157    .00000    .00000    .00000   5.373662531695725       0.0    432003                
  1.103   2.611  0.0020 -0.0090 -0.0001  0.0349       4045.948            432004
  -0.03300   0.00000    .00000    .00000    .00000    .00000              432005                
    34.107    24.249  1008.800   864.600    49.742    55.634 0 0          432006                
        0.1501040388   0.01386       -0.1020719035   0.02872  0           432008                
NYALES20  ONSALA60  3C418    2019 01 29 15 05  49.0000000000              432101                
     -58578.75012457   0.00454   282775.2715160080   0.01311 0      I     432102                
   0.00251    .00000    .00000    .00000  -4.215509167370938       0.0    432103                
  0.106   0.084 -0.0003 -0.0007  0.0000  0.0009     126084.273            432104
   0.02847   0.01891    .00000    .00000    .00000    .00000              432105                
    -4.169    -2.325  1005.700   997.900    75.856    79.700 0 0          432106                
        1.0858548011   0.00460       -0.0260165010   0.00824  0           432108                
NYALES20  WETTZ13N  3C418    2019 01 29 15 05  49.0000000000              432201                
     684455.35877977   0.00403   382266.7074329500   0.01163 0      I     432202                
   0.00283    .00000    .00000    .00000  -2.841672245315031       0.0    432203                
  0.106   0.093 -0.0003  0.0001  0.0000  0.0016     148425.241            432204
   0.02847   0.00000    .00000    .00000    .00000    .00000              432205                
    -4.169     0.000  1005.700   933.900    75.856    80.310 0 0          432206                
        0.6289719818   0.00370       -0.0049994718   0.00650  0           432208                
NYALES20  WETTZELL  3C418    2019 01 29 15 05  49.0000000000              432301                
     681749.80138168   0.00323   382252.9774422253   0.00933 0      I     432302                
   0.00353    .00000    .00000    .00000   2.769452909190372       0.0    432303                
  0.106   0.142 -0.0003 -0.0008  0.0000  0.0008     145850.337            432304
   0.02847  -0.00781    .00000    .00000    .00000    .00000              432305                
    -4.169     0.000  1005.700   933.900    75.856    80.310 0 0          432306                
        1.1178732721   0.00292        0.0015686922   0.00511  0           432308                
ONSALA60  WETTZ13N  3C418    2019 01 29 15 05  49.0000000000              432401                
     743034.12554728   0.00265    99491.4320369859   0.00399 0      I     432402                
   0.00311    .00000    .00000    .00000   2.277315653445833       0.0    432403                
  0.084   0.093 -0.0007  0.0001  0.0009  0.0016      22340.968            432404
   0.01891   0.00000    .00000    .00000    .00000    .00000              432405                
    -2.325     0.000   997.900   933.900    79.700    80.310 0 0          432406                
       -0.4630526368   0.00278        0.0077825532   0.00260  0           432408                
ONSALA60  WETTZELL  3C418    2019 01 29 15 05  49.0000000000              432501                
     740328.55595991   0.00213    99477.7123799002   0.00321 0      I     432502                
   0.00385    .00000    .00000    .00000   1.636734064856386       0.0    432503                
  0.084   0.142 -0.0007 -0.0008  0.0009  0.0008      19766.064            432504
   0.01891  -0.00781    .00000    .00000    .00000    .00000              432505                
    -2.325     0.000   997.900   933.900    79.700    80.310 0 0          432506                
        0.0291000036   0.00219        0.0077495454   0.00205  0           432508                
WETTZ13N  WETTZELL  3C418    2019 01 29 15 05  49.0000000000              432601                
      -2705.56482826   0.00110      -13.7063344167   0.00101 0      I     432602                
   0.00581    .00000    .00000    .00000  -0.662723043313338       0.0    432603                
  0.093   0.142  0.0001 -0.0008  0.0016  0.0008      -2574.905            432604
   0.00000  -0.00781    .00000    .00000    .00000    .00000              432605                
     0.000     0.000   933.900   933.900    80.310    80.310 0 0          432606                
        0.4945346797   0.00100        0.0006303627   0.00050  0           432608                
ISHIOKA   KATH12M   0454-234 2019 01 29 15 06  49.0000000000              432701                
  -10798890.05841723   0.02126    94962.9084796700   0.06140 0      I     432702                
   0.00053    .00000    .00000    .00000  -0.475165362881141       0.0    432703                
  0.692   1.790  0.0293  0.0001  0.0459 -0.0035       1992.388            432704
   0.00000   0.00000    .00000    .00000    .00000    .00000              432705                
    -0.500    28.377  1010.000   988.322    66.948    79.034 0 0          432706                
       -0.1375725953   0.01343        0.0156954679   0.02064  0           432708                
ISHIOKA   YARRA12M  0454-234 2019 01 29 15 06  49.0000000000              432801                
  -15185730.58779532   0.02267  -271293.1192148536   0.06546 0      I     432802                
   0.00050    .00000    .00000    .00000  -5.735674540785684       0.0    432803                
  0.692   0.213  0.0293  0.0003  0.0459  0.0032       7428.676            432804
   0.00000   0.00000    .00000    .00000    .00000    .00000              432805                
    -0.500    17.488  1010.000   979.788    66.948    70.781 0 0          432806                
       -0.1203983080   0.01544       -0.0034726260   0.02470  0           432808                
KATH12M   YARRA12M  0454-234 2019 01 29 15 06  49.0000000000              432901                
   -4386844.50681732   0.01334  -366255.9630240264   0.01427 0      I     432902                
   0.00052    .00000    .00000    .00000  -1.998286944974416       0.0    432903                
  1.790   0.213  0.0001  0.0003 -0.0035  0.0032       5436.288            432904
   0.00000   0.00000    .00000    .00000    .00000    .00000              432905                
    28.377    17.488   988.322   979.788    79.034    70.781 0 0          432906                
        0.0288267660   0.01175        0.0097340396   0.00758  0           432908                
FORTLEZA  HART15M   2008-159 2019 01 29 15 06  53.0000000000              433001                
   14500350.10897027   0.01401   968543.7108299475   0.01873 0      I     433002                
   0.00055    .00000    .00000    .00000   4.419218620208843       0.0    433003                
  0.957   1.939  0.0007 -0.0020 -0.0000  0.0225       4045.973            433004
  -0.03325   0.00000    .00000    .00000    .00000    .00000              433005                
    33.247    24.500  1008.712   864.600    49.493    54.931 0 0          433006                
        0.1866205332   0.01554       -0.2770500394   0.01427  0           433008                
ISHIOKA   KOKEE     OJ287    2019 01 29 15 08  12.0000000000              433101                
    8996986.30603292   0.00567  1154384.3199854540   0.01638 0      I     433102                
   0.00201    .00000    .00000    .00000   5.403750925691440       0.0    433103                
  0.092   0.243  0.0002 -0.0004  0.0000 -0.0019       8661.178            433104
   0.00000  -0.02491    .00000    .00000    .00000    .00000              433105                
    -0.211     9.700  1010.000   885.324    66.684    88.100 0 0          433106                
        0.1696866155   0.00413        0.0012616303   0.00678  0           433108                
ISHIOKA   NYALES20  OJ287    2019 01 29 15 08  12.0000000000              433201                
   15433579.76717886   0.00353  -264146.9301335604   0.01019 0      I     433202                
   0.00323    .00000    .00000    .00000   2.129148955144566       0.0    433203                
  0.092   0.335  0.0002  0.0131  0.0000  0.0016    -147837.854            433204
   0.00000  -0.02448    .00000    .00000    .00000    .00000              433205                
    -0.211    -4.077  1010.000  1005.734    66.684    75.866 0 0          433206                
        0.1494248810   0.00407        0.0186130345   0.00743  0           433208                
KOKEE     NYALES20  OJ287    2019 01 29 15 08  12.0000000000              433301                
    6436606.20761798   0.00584 -1418529.0471400737   0.01686 0      I     433302                
   0.00195    .00000    .00000    .00000   1.104881886723823       0.0    433303                
  0.243   0.335 -0.0004  0.0131 -0.0019  0.0016    -156499.032            433304
  -0.02491  -0.02448    .00000    .00000    .00000    .00000              433305                
     9.700    -4.077   885.324  1005.734    88.100    75.866 0 0          433306                
       -0.0207694994   0.00366        0.0134566546   0.00561  0           433308                
ONSALA60  WETTZ13N  NRAO150  2019 01 29 15 09  29.0000000000              433401                
     386422.40166652   0.00074   -82594.7407873854   0.00093 0      I     433402                
   0.01012    .00000    .00000    .00000  -1.331369356365176       0.0    433403                
  0.065   0.092 -0.0005  0.0001 -0.0007 -0.0014      22341.070            433404
   0.01471   0.00000    .00000    .00000    .00000    .00000              433405                
    -2.350    -0.028   997.900   933.900    80.000    80.485 0 0          433406                
       -0.4604495535   0.00142        0.0016054832   0.00117  0           433408                
ONSALA60  WETTZELL  NRAO150  2019 01 29 15 09  29.0000000000              433501                
     383799.46384848   0.00059   -82585.2567487183   0.00074 0      I     433502                
   0.01272    .00000    .00000    .00000   1.133881047833696       0.0    433503                
  0.065   0.151 -0.0005 -0.0005 -0.0007 -0.0007      19766.153            433504
   0.01471  -0.00890    .00000    .00000    .00000    .00000              433505                
    -2.350    -0.021   997.900   933.889    80.000    80.432 0 0          433506                
        0.0235920737   0.00112        0.0034484247   0.00093  0           433508                
WETTZ13N  WETTZELL  NRAO150  2019 01 29 15 09  29.0000000000              433601                
      -2622.93954724   0.00039        9.4791163521   0.00035 0      I     433602                
   0.01641    .00000    .00000    .00000  -3.816487741244366       0.0    433603                
  0.092   0.151  0.0001 -0.0005 -0.0014 -0.0007      -2574.917            433604
   0.00000  -0.00890    .00000    .00000    .00000    .00000              433605                
    -0.028    -0.021   933.900   933.889    80.485    80.432 0 0          433606                
        0.4910449319   0.00065        0.0005292417   0.00034  0           433608                
ISHIOKA   KATH12M   0748+126 2019 01 29 15 09  51.0000000000              433701                
     -41043.47413927   0.01386  -123604.8386788538   0.01601 0      I     433702                
   0.00052    .00000    .00000    .00000  -1.934226735481432       0.0    433703                
  0.102   1.298  0.0004 -0.0002  0.0004 -0.0004       1992.248            433704
   0.00000   0.00000    .00000    .00000    .00000    .00000              433705                
     0.764    28.440  1010.000   988.257    66.899    79.125 0 0          433706                
       -0.0946488898   0.01335        0.0012608748   0.00947  0           433708                
ISHIOKA   KOKEE     0748+126 2019 01 29 15 09  51.0000000000              433801                
   13047562.21438535   0.01769   991737.7523333662   0.02027 0      I     433802                
   0.00041    .00000    .00000    .00000   2.895310440198100       0.0    433803                
  0.102   0.483  0.0004 -0.0015  0.0004 -0.0093       8661.154            433804
   0.00000  -0.02306    .00000    .00000    .00000    .00000              433805                
     0.764     9.700  1010.000   885.400    66.899    88.110 0 0          433806                
        0.2110885520   0.00992       -0.0115459610   0.00557  0           433808                
ISHIOKA   NYALES20  0748+126 2019 01 29 15 09  51.0000000000              433901                
   15367203.58798285   0.00915  -657843.1635632948   0.01348 0      I     433902                
   0.00089    .00000    .00000    .00000   5.729055520212401       0.0    433903                
  0.102   0.543  0.0004  0.0205  0.0004  0.0117    -147837.753            433904
   0.00000  -0.05076    .00000    .00000    .00000    .00000              433905                
     0.764    -4.068  1010.000  1005.800    66.899    74.600 0 0          433906                
        0.1723567634   0.00995        0.0003854400   0.00919  0           433908                
ISHIOKA   YARRA12M  0748+126 2019 01 29 15 09  51.0000000000              434001                
    2802221.31442858   0.02036  -536029.8048326983   0.02390 0      I     434002                
   0.00036    .00000    .00000    .00000   5.773035495086187       0.0    434003                
  0.102   0.239  0.0004  0.0221  0.0004 -0.0009       7428.763            434004
   0.00000   0.00000    .00000    .00000    .00000    .00000              434005                
     0.764    17.374  1010.000   979.700    66.899    71.451 0 0          434006                
        0.0392228763   0.01528       -0.0266010852   0.01033  0           434008                
KATH12M   KOKEE     0748+126 2019 01 29 15 09  51.0000000000              434101                
   13088605.74898856   0.03986  1115342.7551762082   0.04642 0      I     434102                
   0.00018    .00000    .00000    .00000   0.661930819468067       0.1    434103                
  1.298   0.483 -0.0002 -0.0015 -0.0004 -0.0093       6668.907            434104
   0.00000  -0.02306    .00000    .00000    .00000    .00000              434105                
    28.440     9.700   988.257   885.400    79.125    88.110 0 0          434106                
        0.2830636869   0.01861       -0.0096076364   0.00828  0           434108                
KATH12M   NYALES20  0748+126 2019 01 29 15 09  51.0000000000              434201                
   15408247.00106999   0.01470  -534238.3823524860   0.02165 0      I     434202                
   0.00055    .00000    .00000    .00000   0.166273214302336       0.0    434203                
  1.298   0.543 -0.0002  0.0205 -0.0004  0.0117    -149830.000            434204
   0.00000  -0.05076    .00000    .00000    .00000    .00000              434205                
    28.440    -4.068   988.257  1005.800    79.125    74.600 0 0          434206                
        0.2551184288   0.01656        0.0107239843   0.01536  0           434208                
KATH12M   YARRA12M  0748+126 2019 01 29 15 09  51.0000000000              434301                
    2843264.73941815   0.02294  -412425.0512720183   0.02693 0      I     434302                
   0.00032    .00000    .00000    .00000   0.507372301524014       0.0    434303                
  1.298   0.239 -0.0002  0.0221 -0.0004 -0.0009       5436.516            434304
   0.00000   0.00000    .00000    .00000    .00000    .00000              434305                
    28.440    17.374   988.257   979.700    79.125    71.451 0 0          434306                
        0.1159306811   0.02053        0.0133254500   0.01458  0           434308                
KOKEE     NYALES20  0748+126 2019 01 29 15 09  51.0000000000              434401                
    2319662.86627122   0.02086 -1649579.1598741959   0.03104 0      I     434402                
   0.00039    .00000    .00000    .00000   0.172280074009551       0.0    434403                
  0.483   0.543 -0.0015  0.0205 -0.0093  0.0117    -156498.907            434404
  -0.02306  -0.05076    .00000    .00000    .00000    .00000              434405                
     9.700    -4.068   885.400  1005.800    88.110    74.600 0 0          434406                
       -0.0211067344   0.01054        0.0195658327   0.00685  0           434408                
KOKEE     YARRA12M  0748+126 2019 01 29 15 09  51.0000000000              434501                
  -10245321.04317383   0.07836 -1527766.9787892490   0.09274 0      I     434502                
   0.00009    .00000    .00000    .00000   1.071033175847943       0.1    434503                
  0.483   0.239 -0.0015  0.0221 -0.0093 -0.0009      -1232.391            434504
  -0.02306   0.00000    .00000    .00000    .00000    .00000              434505                
     9.700    17.374   885.400   979.700    88.110    71.451 0 0          434506                
       -0.1856308201   0.03647       -0.0103140558   0.01639  0           434508                
NYALES20  YARRA12M  0748+126 2019 01 29 15 09  51.0000000000              434601                
  -12564984.20415941   0.02004   121811.7136327929   0.02953 0      I     434602                
   0.00041    .00000    .00000    .00000  -3.139891426285450       0.0    434603                
  0.543   0.239  0.0205  0.0221  0.0117 -0.0009     155266.516            434604
  -0.05076   0.00000    .00000    .00000    .00000    .00000              434605                
    -4.068    17.374  1005.800   979.700    74.600    71.451 0 0          434606                
       -0.1723517442   0.01846       -0.0021469805   0.01657  0           434608                
FORTLEZA  HART15M   1954-388 2019 01 29 15 10   9.0000000000              434701                
    9324766.94912628   0.01659   713237.1044878082   0.01555 0      I     434702                
   0.00039    .00000    .00000    .00000   1.720155189158137       0.0    434703                
  1.163   1.509  0.0029 -0.0037 -0.0000  0.0124       4046.008            434704
  -0.03525   0.00000    .00000    .00000    .00000    .00000              434705                
    33.045    24.500  1008.615   864.600    51.035    53.878 0 0          434706                
       -0.0115006914   0.01769       -0.0386177843   0.01133  0           434708                
NYALES20  ONSALA60  1300+580 2019 01 29 15 12  51.0000000000              434801                
    6548684.54102694   0.01773    35928.6237629127   0.01347 0      I     434802                
   0.00033    .00000    .00000    .00000   3.620890543402951       0.0    434803                
  0.108   0.122  0.0017 -0.0177 -0.0001  0.0003     126083.664            434804
   0.03309  -0.00505    .00000    .00000    .00000    .00000              434805                
    -3.927    -2.360  1005.766   997.900    73.699    80.220 0 0          434806                
        1.0935264390   0.01522        0.1420808990   0.00693  0           434808                
NYALES20  WETTZ13N  1300+580 2019 01 29 15 12  51.0000000000              434901                
    9432486.90432841   0.01482    38950.9659329170   0.01126 0      I     434902                
   0.00039    .00000    .00000    .00000   4.228567445143923       0.0    434903                
  0.108   0.323  0.0017  0.0033 -0.0001  0.0013     148424.828            434904
   0.03309   0.00000    .00000    .00000    .00000    .00000              434905                
    -3.927    -0.127  1005.766   933.873    73.699    80.700 0 0          434906                
        0.6464689020   0.01034        0.1405252667   0.00440  0           434908                
ONSALA60  WETTZ13N  1300+580 2019 01 29 15 12  51.0000000000              435001                
    2883802.38082696   0.01455     3022.3882886205   0.00905 0      I     435002                
   0.00036    .00000    .00000    .00000   5.818658107720335       0.0    435003                
  0.122   0.323 -0.0177  0.0033  0.0003  0.0013      22341.164            435004
  -0.00505   0.00000    .00000    .00000    .00000    .00000              435005                
    -2.360    -0.127   997.900   933.873    80.220    80.700 0 0          435006                
       -0.4404860789   0.01274       -0.0062438462   0.00478  0           435008                
ISHIOKA   KATH12M   0727-115 2019 01 29 15 13  35.0000000000              435101                
   -7649661.25220511   0.00379   -93072.5824456081   0.00192 0      I     435102                
   0.00125    .00000    .00000    .00000  -4.991106897956895       0.0    435103                
  0.143   1.186  0.0016 -0.0000  0.0012 -0.0006       1992.074            435104
   0.00000   0.00000    .00000    .00000    .00000    .00000              435105                
     1.412    28.497  1009.958   988.281    64.402    79.095 0 0          435106                
       -0.1242442371   0.00467       -0.0011100809   0.00150  0           435108                
ISHIOKA   YARRA12M  0727-115 2019 01 29 15 13  35.0000000000              435201                
   -7520266.02568358   0.00479  -517943.1840138140   0.00242 0      I     435202                
   0.00099    .00000    .00000    .00000  -1.676454979356864       0.0    435203                
  0.143   0.195  0.0016  0.0061  0.0012 -0.0000       7428.871            435204
   0.00000   0.00000    .00000    .00000    .00000    .00000              435205                
     1.412    17.300  1009.958   979.700    64.402    71.462 0 0          435206                
       -0.0407936573   0.00569        0.0031134399   0.00182  0           435208                
KATH12M   YARRA12M  0727-115 2019 01 29 15 13  35.0000000000              435301                
     129391.97878356   0.00478  -424870.6503739803   0.00190 0      I     435302                
   0.00088    .00000    .00000    .00000   5.234944862100114       0.0    435303                
  1.186   0.195 -0.0000  0.0061 -0.0006 -0.0000       5436.797            435304
   0.00000   0.00000    .00000    .00000    .00000    .00000              435305                
    28.497    17.300   988.281   979.700    79.095    71.462 0 0          435306                
        0.0740930902   0.00646        0.0007030132   0.00165  0           435308                
FORTLEZA  HART15M   0104-408 2019 01 29 15 13  38.0000000000              435401                
  -11025280.66716284   0.01670  1145885.0012098912   0.02977 0      I     435402                
   0.00054    .00000    .00000    .00000  -5.429508487122469       0.0    435403                
  2.063   0.539  0.0099 -0.0002  0.0000  0.0002       4046.046            435404
  -0.03800   0.00000    .00000    .00000    .00000    .00000              435405                
    33.563    24.500  1008.600   864.617    51.510    54.134 0 0          435406                
       -0.4241142973   0.01602       -0.0142280192   0.01916  0           435408                
FORTLEZA  HART15M   0202+319 2019 01 29 15 16  46.0000000000              435501                
   -6440293.82508956   0.02155  1120528.6081610855   0.04095 0      I     435502                
   0.00043    .00000    .00000    .00000   0.717112316202836       0.0    435503                
  4.056   0.987 -0.0344  0.0028 -0.0009 -0.0007       4046.080            435504
  -0.03775   0.00000    .00000    .00000    .00000    .00000              435505                
    33.800    24.478  1008.523   864.700    50.780    54.125 0 0          435506                
       -0.4225676517   0.01631       -0.0213731947   0.01954  0           435508                
FORTLEZA  ISHIOKA   0202+319 2019 01 29 15 16  46.0000000000              435601                
    2155990.53551184   0.03285  2261784.7385426830   0.03795 0      I     435602                
   0.00022    .00000    .00000    .00000   3.812008037974743       0.1    435603                
  4.056   0.659 -0.0344 -0.0303 -0.0009  0.0579       -626.440            435604
  -0.03775   0.00000    .00000    .00000    .00000    .00000              435605                
    33.800     1.722  1008.523  1009.856    50.780    61.901 0 0          435606                
       -0.9030854560   0.03143       -0.0418062876   0.02434  0           435608                
FORTLEZA  NYALES20  0202+319 2019 01 29 15 16  46.0000000000              435701                
   -9758923.35360976   0.01106  1151512.9952893313   0.00878 0      I     435702                
   0.00054    .00000    .00000    .00000  -4.751854364578574       0.0    435703                
  4.056   0.095 -0.0344 -0.0022 -0.0009  0.0004    -148463.769            435704
  -0.03775  -0.01491    .00000    .00000    .00000    .00000              435705                
    33.800    -3.971  1008.523  1005.651    50.780    71.856 0 0          435706                
       -0.8507532896   0.01380       -0.0060561259   0.00763  0           435708                
FORTLEZA  ONSALA60  0202+319 2019 01 29 15 16  46.0000000000              435801                
  -13851428.99479748   0.01181   982187.5480685305   0.00980 0      I     435802                
   0.00052    .00000    .00000    .00000  -0.163332984590348       0.0    435803                
  4.056   0.075 -0.0344  0.0017 -0.0009 -0.0003     -22380.442            435804
  -0.03775   0.01330    .00000    .00000    .00000    .00000              435805                
    33.800    -2.400  1008.523   997.900    50.780    80.263 0 0          435806                
        0.2425748191   0.01521       -0.0385681802   0.00883  0           435808                
FORTLEZA  WETTZ13N  0202+319 2019 01 29 15 16  46.0000000000              435901                
  -14848835.52515968   0.00938   939184.7115771163   0.00744 0      I     435902                
   0.00064    .00000    .00000    .00000  -5.023941011036482       0.0    435903                
  4.056   0.123 -0.0344 -0.0001 -0.0009 -0.0007        -39.170            435904
  -0.03775   0.00000    .00000    .00000    .00000    .00000              435905                
    33.800    -0.219  1008.523   933.800    50.780    80.700 0 0          435906                
       -0.2146226299   0.01036       -0.0197488456   0.00564  0           435908                
FORTLEZA  WETTZELL  0202+319 2019 01 29 15 16  46.0000000000              436001                
  -14851282.36206083   0.00724   939188.0668935314   0.00575 0      I     436002                
   0.00082    .00000    .00000    .00000  -2.808055162874961       0.0    436003                
  4.056   0.108 -0.0344  0.0005 -0.0009 -0.0004      -2614.118            436004
  -0.03775  -0.00448    .00000    .00000    .00000    .00000              436005                
    33.800    -0.220  1008.523   933.800    50.780    80.700 0 0          436006                
        0.2659942728   0.00840       -0.0270633163   0.00461  0           436008                
HART15M   ISHIOKA   0202+319 2019 01 29 15 16  46.0000000000              436101                
    8596291.70859760   0.02089  1141254.1678053702   0.03969 0      I     436102                
   0.00044    .00000    .00000    .00000   5.778255823454961       0.0    436103                
  0.987   0.659  0.0028 -0.0303 -0.0007  0.0579      -4672.521            436104
   0.00000   0.00000    .00000    .00000    .00000    .00000              436105                
    24.478     1.722   864.700  1009.856    54.125    61.901 0 0          436106                
       -0.4474722679   0.02137       -0.0536810246   0.02522  0           436108                
HART15M   NYALES20  0202+319 2019 01 29 15 16  46.0000000000              436201                
   -3318629.33730933   0.01030    30983.7827304041   0.01956 0      I     436202                
   0.00090    .00000    .00000    .00000  -1.296842538096735       0.0    436203                
  0.987   0.095  0.0028 -0.0022 -0.0007  0.0004    -152509.849            436204
   0.00000  -0.01491    .00000    .00000    .00000    .00000              436205                
    24.478    -3.971   864.700  1005.651    54.125    71.856 0 0          436206                
       -0.4339428644   0.01200        0.0206982454   0.01442  0           436208                
HART15M   ONSALA60  0202+319 2019 01 29 15 16  46.0000000000              436301                
   -7411136.07854849   0.01185  -138341.3194902413   0.02252 0      I     436302                
   0.00078    .00000    .00000    .00000  -2.713856225641659       0.0    436303                
  0.987   0.075  0.0028  0.0017 -0.0007 -0.0003     -26426.523            436304
   0.00000   0.01330    .00000    .00000    .00000    .00000              436305                
    24.478    -2.400   864.700   997.900    54.125    80.263 0 0          436306                
        0.7030178535   0.01515        0.0307271446   0.01839  0           436308                
HART15M   WETTZ13N  0202+319 2019 01 29 15 16  46.0000000000              436401                
   -8408542.87019820   0.00932  -181344.0300743650   0.01771 0      I     436402                
   0.00099    .00000    .00000    .00000  -3.101976268162101       0.0    436403                
  0.987   0.123  0.0028 -0.0001 -0.0007 -0.0007      -4085.250            436404
