DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
        0.5852901082   0.01330             0.11148   0.01008  0           451008                
ISHIOKA   YARRA12M  OJ287    2019 01 03 15 11  14.0000000000              451101                
   10938324.22374707   0.00575  -485764.8557809808   0.01729 0      I     451102                
   0.00203    .00000    .00000    .00000   3.433960070696981       0.0    451103                
  0.096   0.599  0.0003  0.0139 -0.0005  0.0155    -147627.720            451104
   0.00000   0.00000    .00000    .00000    .00000    .00000              451105                
    -0.489    14.300  1013.400   986.500    72.578    50.000 0 0          451106                
        0.1209273267   0.00839            -0.01406   0.01632  0           451108                
HART15M   YARRA12M  2355-106 2019 01 03 15 12  59.0000000000              451201                
   17625191.51572111   0.02895  1355309.5237763252   0.06238 0      I     451202                
   0.00034    .00000    .00000    .00000   1.746466155463684       0.1    451203                
  0.573   1.683  0.0003 -0.0235 -0.0000 -0.1737    -171195.822            451204
   0.00000   0.00000    .00000    .00000    .00000    .00000              451205                
    23.862    14.300   863.500   986.500    63.975    50.000 0 0          451206                
       -0.3303031782   0.01943             0.04561   0.02303  0           451208                
ISHIOKA   NYALES20  0059+581 2019 01 03 15 14  20.0000000000              451301                
   -9946513.17430844   0.00651  -735425.3223432131   0.01068 0      I     451302                
   0.00132    .00000    .00000    .00000  -2.981244789620558       0.0    451303                
  0.183   0.065 -0.0038  0.0010  0.0029  0.0005    -308050.897            451304
   0.00000  -0.10702    .00000    .00000    .00000    .00000              451305                
    -0.319    -7.350  1013.400   999.300    72.319    76.960 0 0          451306                
        0.1259618015   0.00602            -0.04865   0.00602  0           451308                
ISHIOKA   ONSALA60  0059+581 2019 01 03 15 14  20.0000000000              451401                
  -10545164.65799559   0.01009  -886669.6259206663   0.02556 0      I     451402                
   0.00106    .00000    .00000    .00000   0.183245523284654       0.0    451403                
  0.183   0.227 -0.0038 -0.0001  0.0029  0.0003     -41639.339            451404
   0.00000   0.00261    .00000    .00000    .00000    .00000              451405                
    -0.319     1.551  1013.400  1032.400    72.319    60.799 0 0          451406                
        1.2147151260   0.01053            -0.01104   0.01662  0           451408                
ISHIOKA   SEJONG    0059+581 2019 01 03 15 14  20.0000000000              451501                
   -2124714.52866218   0.00595    -4349.6938967584   0.00868 0      I     451502                
   0.00136    .00000    .00000    .00000  -2.013201179711078       0.0    451503                
  0.183   0.227 -0.0038 -0.0059  0.0029 -0.0037     -59998.175            451504
   0.00000   0.00000    .00000    .00000    .00000    .00000              451505                
    -0.319    -1.893  1013.400  1004.900    72.319    41.625 0 0          451506                
        0.9669662421   0.02824             0.05429   0.00884  0           451508                
ISHIOKA   WETTZ13N  0059+581 2019 01 03 15 14  20.0000000000              451601                
  -10109678.95609975   0.00732  -929449.8838816263   0.01067 0      I     451602                
   0.00110    .00000    .00000    .00000   0.567778487553841       0.0    451603                
  0.183   0.096 -0.0038  0.0003  0.0029 -0.0002        991.892            451604
   0.00000   0.00000    .00000    .00000    .00000    .00000              451605                
    -0.319    -2.660  1013.400   957.920    72.319    79.420 0 0          451606                
        0.7331896265   0.00620            -0.00717   0.00540  0           451608                
NYALES20  ONSALA60  0059+581 2019 01 03 15 14  20.0000000000              451701                
    -598652.95178844   0.00626  -151244.3629738147   0.01585 0      I     451702                
   0.00171    .00000    .00000    .00000  -4.329135065808041       0.0    451703                
  0.065   0.227  0.0010 -0.0001  0.0005  0.0003     266411.558            451704
  -0.10702   0.00261    .00000    .00000    .00000    .00000              451705                
    -7.350     1.551   999.300  1032.400    76.960    60.799 0 0          451706                
        1.0925285379   0.00629            -0.01958   0.00987  0           451708                
NYALES20  WETTZ13N  0059+581 2019 01 03 15 14  20.0000000000              451801                
    -163167.68723813   0.00445  -194024.4883450143   0.00730 0      I     451802                
   0.00193    .00000    .00000    .00000  -0.298851848176881       0.0    451803                
  0.065   0.096  0.0010  0.0003  0.0005 -0.0002     309042.790            451804
  -0.10702   0.00000    .00000    .00000    .00000    .00000              451805                
    -7.350    -2.660   999.300   957.920    76.960    79.420 0 0          451806                
        0.6067645241   0.00379             0.04386   0.00372  0           451808                
ONSALA60  WETTZ13N  0059+581 2019 01 03 15 14  20.0000000000              451901                
     435485.22533722   0.00509   -42780.2309421294   0.01290 0      I     451902                
   0.00210    .00000    .00000    .00000   2.276079147751709       0.0    451903                
  0.227   0.096 -0.0001  0.0003  0.0003 -0.0002      42631.231            451904
   0.00261   0.00000    .00000    .00000    .00000    .00000              451905                
     1.551    -2.660  1032.400   957.920    60.799    79.420 0 0          451906                
       -0.4773208191   0.00569            -0.00794   0.00907  0           451908                
SEJONG    NYALES20  0059+581 2019 01 03 15 14  20.0000000000              452001                
   -7821800.19058375   0.00543  -731075.5944792066   0.00891 0      I     452002                
   0.00158    .00000    .00000    .00000  -4.620118438096714       0.0    452003                
  0.227   0.065 -0.0059  0.0010 -0.0037  0.0005    -248052.723            452004
   0.00000  -0.10702    .00000    .00000    .00000    .00000              452005                
    -1.893    -7.350  1004.900   999.300    41.625    76.960 0 0          452006                
       -0.8664793540   0.03319            -0.10281   0.01169  0           452008                
SEJONG    ONSALA60  0059+581 2019 01 03 15 14  20.0000000000              452101                
   -8420451.97922621   0.00787  -882319.8864714291   0.01993 0      I     452102                
   0.00136    .00000    .00000    .00000   0.981677663110141       0.0    452103                
  0.227   0.227 -0.0059 -0.0001 -0.0037  0.0003      18358.836            452104
   0.00000   0.00261    .00000    .00000    .00000    .00000              452105                
    -1.893     1.551  1004.900  1032.400    41.625    60.799 0 0          452106                
        0.1785856324   0.06805            -0.08723   0.03702  0           452108                
SEJONG    WETTZ13N  0059+581 2019 01 03 15 14  20.0000000000              452201                
   -7984966.36972952   0.00545  -925100.1480991036   0.00795 0      I     452202                
   0.00148    .00000    .00000    .00000  -3.227662025279519       0.0    452203                
  0.227   0.096 -0.0059  0.0003 -0.0037 -0.0002      60990.067            452204
   0.00000   0.00000    .00000    .00000    .00000    .00000              452205                
    -1.893    -2.660  1004.900   957.920    41.625    79.420 0 0          452206                
       -0.2311778390   0.03890            -0.06113   0.01218  0           452208                
KATH12M   KOKEE     1144-379 2019 01 03 15 15  19.0000000000              452301                
   -2510419.65310866   0.04388  1032495.4072695693   0.05028 0      I     452302                
   0.00018    .00000    .00000    .00000  -4.917268093573358       0.1    452303                
  2.477   0.326  0.0301 -0.0132  0.0162  0.0001      11600.513            452304
   0.00000  -0.03586    .00000    .00000    .00000    .00000              452305                
    28.470    11.887   990.435   889.687    71.329    96.200 0 0          452306                
        0.1288562414   0.02541            -0.01401   0.01464  0           452308                
KATH12M   YARRA12M  1144-379 2019 01 03 15 15  19.0000000000              452401                
    1570238.40671247   0.03935    63215.7660287741   0.04509 0      I     452402                
   0.00020    .00000    .00000    .00000   0.933071710843860       0.1    452403                
  2.477   0.771  0.0301 -0.0201  0.0162  0.0279    -154196.365            452404
   0.00000   0.00000    .00000    .00000    .00000    .00000              452405                
    28.470    14.300   990.435   986.500    71.329    50.000 0 0          452406                
       -0.0952767474   0.03565            -0.09045   0.02480  0           452408                
KOKEE     YARRA12M  1144-379 2019 01 03 15 15  19.0000000000              452501                
    4080655.68295608   0.02084  -969278.9379894419   0.02262 0      I     452502                
   0.00033    .00000    .00000    .00000   5.693924697008730       0.0    452503                
  0.326   0.771 -0.0132 -0.0201  0.0001  0.0279    -165796.878            452504
  -0.03586   0.00000    .00000    .00000    .00000    .00000              452505                
    11.887    14.300   889.687   986.500    96.200    50.000 0 0          452506                
       -0.2196711231   0.01590             0.00287   0.01000  0           452508                
HART15M   ISHIOKA   2309+454 2019 01 03 15 17  10.0000000000              452601                
    4210489.52173188   0.05964   522804.2103311678   0.04921 0      I     452602                
   0.00010    .00000    .00000    .00000   0.400105798743425       0.1    452603                
  1.841   0.703  0.0103 -0.0778  0.0020  0.0589     -23568.367            452604
   0.00000   0.00000    .00000    .00000    .00000    .00000              452605                
    23.493    -0.091   863.500  1013.430    64.226    71.819 0 0          452606                
       -0.6269897766   0.02796             0.03793   0.00890  0           452608                
HART15M   NYALES20  2309+454 2019 01 03 15 17  10.0000000000              452701                
  -11500228.15028631   0.03766  -213183.4730249440   0.03107 0      I     452702                
   0.00016    .00000    .00000    .00000  -1.925377850127426       0.1    452703                
  1.841   0.088  0.0103  0.0025  0.0020  0.0001    -331618.955            452704
   0.00000  -0.06872    .00000    .00000    .00000    .00000              452705                
    23.493    -7.057   863.500   999.400    64.226    76.862 0 0          452706                
       -0.5265284321   0.01741            -0.04876   0.00537  0           452708                
HART15M   ONSALA60  2309+454 2019 01 03 15 17  10.0000000000              452801                
  -14380248.28061879   0.03611  -239109.3813520385   0.02980 0      I     452802                
   0.00017    .00000    .00000    .00000  -5.732601785519950       0.1    452803                
  1.841   0.225  0.0103  0.0002  0.0020  0.0000     -65207.844            452804
   0.00000   0.00639    .00000    .00000    .00000    .00000              452805                
    23.493     1.333   863.500  1032.367    64.226    61.400 0 0          452806                
        0.5627023922   0.01873            -0.02472   0.00696  0           452808                
HART15M   WETTZ13N  2309+454 2019 01 03 15 17  10.0000000000              452901                
  -14762659.25936564   0.02480  -236043.0233833383   0.02047 0      I     452902                
   0.00024    .00000    .00000    .00000  -1.067095825334315       0.0    452903                
  1.841   0.076  0.0103 -0.0001  0.0020 -0.0000     -22576.462            452904
   0.00000   0.00000    .00000    .00000    .00000    .00000              452905                
    23.493    -2.572   863.500   957.964    64.226    79.392 0 0          452906                
        0.1000992861   0.01333            -0.01790   0.00516  0           452908                
ISHIOKA   NYALES20  2309+454 2019 01 03 15 17  10.0000000000              453001                
  -15710714.53051989   0.02362  -735987.5361110979   0.01404 0      I     453002                
   0.00022    .00000    .00000    .00000   0.634292799991333       0.0    453003                
  0.703   0.088 -0.0778  0.0025  0.0589  0.0001    -308050.588            453004
   0.00000  -0.06872    .00000    .00000    .00000    .00000              453005                
    -0.091    -7.057  1013.430   999.400    71.819    76.862 0 0          453006                
        0.1213678765   0.01457            -0.06537   0.00454  0           453008                
ISHIOKA   ONSALA60  2309+454 2019 01 03 15 17  10.0000000000              453101                
  -18590734.55165436   0.02309  -761913.6108232669   0.01372 0      I     453102                
   0.00022    .00000    .00000    .00000  -3.777704658921760       0.0    453103                
  0.703   0.225 -0.0778  0.0002  0.0589  0.0000     -41639.477            453104
   0.00000   0.00639    .00000    .00000    .00000    .00000              453105                
    -0.091     1.333  1013.430  1032.367    71.819    61.400 0 0          453106                
        1.1835481000   0.01860            -0.06437   0.00651  0           453108                
ISHIOKA   WETTZ13N  2309+454 2019 01 03 15 17  10.0000000000              453201                
  -18973145.56412953   0.02266  -758847.1928573808   0.01722 0      I     453202                
   0.00026    .00000    .00000    .00000  -6.081162700576138       0.0    453203                
  0.703   0.076 -0.0778 -0.0001  0.0589 -0.0000        991.905            453204
   0.00000   0.00000    .00000    .00000    .00000    .00000              453205                
    -0.091    -2.572  1013.430   957.964    71.819    79.392 0 0          453206                
        0.7451539777   0.01729            -0.05282   0.00761  0           453208                
NYALES20  ONSALA60  2309+454 2019 01 03 15 17  10.0000000000              453301                
   -2880020.43799089   0.01110   -25925.6505000801   0.00639 0      I     453302                
   0.00046    .00000    .00000    .00000  -0.089872165989277       0.0    453303                
  0.088   0.225  0.0025  0.0002  0.0001  0.0000     266411.111            453304
  -0.06872   0.00639    .00000    .00000    .00000    .00000              453305                
    -7.057     1.333   999.400  1032.367    76.862    61.400 0 0          453306                
        1.0778071047   0.01029             0.02516   0.00361  0           453308                
NYALES20  WETTZ13N  2309+454 2019 01 03 15 17  10.0000000000              453401                
   -3262431.41383644   0.01163   -22859.1036033510   0.00884 0      I     453402                
   0.00050    .00000    .00000    .00000   0.063605524671123       0.0    453403                
  0.088   0.076  0.0025 -0.0001  0.0001 -0.0000     309042.494            453404
  -0.06872   0.00000    .00000    .00000    .00000    .00000              453405                
    -7.057    -2.572   999.400   957.964    76.862    79.392 0 0          453406                
        0.6220591691   0.00939             0.03174   0.00421  0           453408                
ONSALA60  WETTZ13N  2309+454 2019 01 03 15 17  10.0000000000              453501                
    -382410.98707987   0.01136     3066.5595302229   0.00863 0      I     453502                
   0.00051    .00000    .00000    .00000  -5.652488040975969       0.0    453503                
  0.225   0.076  0.0002 -0.0001  0.0000 -0.0000      42631.382            453504
   0.00639   0.00000    .00000    .00000    .00000    .00000              453505                
     1.333    -2.572  1032.367   957.964    61.400    79.392 0 0          453506                
       -0.4745769855   0.01212            -0.00582   0.00576  0           453508                
KATH12M   YARRA12M  1034-293 2019 01 03 15 17  41.0000000000              453601                
    2742167.47494044   0.03869   -50498.6235668162   0.04900 0      I     453602                
   0.00021    .00000    .00000    .00000   1.814543876619107       0.1    453603                
  1.530   0.502  0.0074 -0.0045  0.0061  0.0119    -154195.955            453604
   0.00000   0.00000    .00000    .00000    .00000    .00000              453605                
    28.448    14.252   990.312   986.500    71.625    50.000 0 0          453606                
       -0.0708183076   0.02638            -0.00656   0.01852  0           453608                
ISHIOKA   SEJONG    NRAO150  2019 01 03 15 20  16.0000000000              453701                
   -1835328.79032314   0.00161  -123990.9548153330   0.00464 0      I     453702                
   0.00706    .00000    .00000    .00000  -1.465667376973746       0.0    453703                
  0.096   0.155 -0.0008 -0.0013  0.0011 -0.0012     -59998.283            453704
   0.00000   0.00000    .00000    .00000    .00000    .00000              453705                
    -0.280    -1.800  1013.500  1004.900    71.278    43.300 0 0          453706                
        1.0063335798   0.01587            -0.00720   0.00985  0           453708                
HART15M   WETTZ13N  1909+161 2019 01 03 15 21   0.0000000000              453801                
   -8715295.77978302   0.04286  -453516.8019351647   0.02456 4      I     453802                
   0.00012    .00000    .00000    .00000  -0.482921986003565       0.1    453803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            453804
   0.00000   0.00000    .00000    .00000    .00000    .00000              453805                
    23.323    -2.700   863.500   957.900    65.091    79.634 0 0          453806                
       -0.0158795521   0.04005             0.02561   0.01401  0           453808                
KOKEE     NYALES20  1751+288 2019 01 03 15 21  44.0000000000              453901                
   -8647451.60657732   0.02130  1510540.3539832626   0.02245 8      I     453902                
   0.00032    .00000    .00000    .00000  -2.318615422998564       0.0    453903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            453904
  -0.03714  -0.02465    .00000    .00000    .00000    .00000              453905                
    11.783    -7.774   889.617   999.400    96.200    76.689 0 0          453906                
        0.0000000000   0.00000             0.00000   0.00000  0           453908                
KOKEE     ONSALA60  1751+288 2019 01 03 15 21  44.0000000000              454001                
   -8572491.65208482   0.03188  1970358.0761003902   0.04343 0      I     454002                
   0.00025    .00000    .00000    .00000  -3.292435429312426       0.1    454003                
  1.262   0.405  0.1410 -0.0004  0.0424 -0.0033     -59809.031            454004
  -0.03714   0.01424    .00000    .00000    .00000    .00000              454005                
    11.783     1.500   889.617  1032.300    96.200    61.052 0 0          454006                
        1.0641253305   0.02738             0.05041   0.02236  0           454008                
NYALES20  ONSALA60  1751+288 2019 01 03 15 21  44.0000000000              454101                
      74963.78983060   0.00966   459817.2396324403   0.01315 0      I     454102                
   0.00081    .00000    .00000    .00000   5.652023585681859       0.0    454103                
  0.161   0.405  0.0014 -0.0004 -0.0054 -0.0033     266410.389            454104
  -0.02465   0.01424    .00000    .00000    .00000    .00000              454105                
    -7.774     1.500   999.400  1032.300    76.689    61.052 0 0          454106                
        1.0957439414   0.01138             0.07571   0.00981  0           454108                
KATH12M   YARRA12M  0823+033 2019 01 03 15 22  15.0000000000              454201                
    4807556.69718132   0.04216  -292758.2820839711   0.01806 0      I     454202                
   0.00011    .00000    .00000    .00000   5.152641999140087       0.1    454203                
  1.043   0.354 -0.0026  0.0033  0.0015  0.0045    -154195.167            454204
   0.00000   0.00000    .00000    .00000    .00000    .00000              454205                
    28.407    14.059   990.224   986.541    71.883    50.000 0 0          454206                
        0.0529363816   0.02058            -0.01371   0.00366  0           454208                
ISHIOKA   SEJONG    2229+695 2019 01 03 15 22  49.0000000000              454301                
   -1154968.23640602   0.01162    60444.7499765225   0.00927 0      I     454302                
   0.00051    .00000    .00000    .00000  -4.368426545582743       0.0    454303                
  0.197   0.325 -0.0078 -0.0142  0.0024 -0.0037     -59998.330            454304
   0.00000   0.00000    .00000    .00000    .00000    .00000              454305                
    -0.200    -1.800  1013.500  1004.900    70.833    43.300 0 0          454306                
        0.9096272567   0.05968             0.01826   0.01022  0           454308                
NYALES20  ONSALA60  2000+472 2019 01 03 15 24  17.0000000000              454401                
   -1197375.13378392   0.00680   259015.4372518582   0.00727 0      I     454402                
   0.00102    .00000    .00000    .00000  -4.573484356880555       0.0    454403                
  0.087   0.249  0.0017  0.0000 -0.0013 -0.0006     266409.986            454404
  -0.06865   0.01498    .00000    .00000    .00000    .00000              454405                
    -7.914     1.365   999.300  1032.300    78.686    61.171 0 0          454406                
        1.0768316125   0.00695             0.02592   0.00461  0           454408                
NYALES20  WETTZ13N  2000+472 2019 01 03 15 24  17.0000000000              454501                
    -883216.96189527   0.00572   352927.8532249093   0.00510 0      I     454502                
   0.00110    .00000    .00000    .00000  -2.207617798241260       0.0    454503                
  0.087   0.105  0.0017  0.0002 -0.0013  0.0005     309041.754            454504
  -0.06865   0.00000    .00000    .00000    .00000    .00000              454505                
    -7.914    -2.658   999.300   957.900    78.686    80.404 0 0          454506                
        0.6056989186   0.00474             0.03735   0.00251  0           454508                
ONSALA60  WETTZ13N  2000+472 2019 01 03 15 24  17.0000000000              454601                
     314158.30180547   0.00613    93912.4003588300   0.00661 0      I     454602                
   0.00114    .00000    .00000    .00000   2.475174407684943       0.0    454603                
  0.249   0.105  0.0000  0.0002 -0.0006  0.0005      42631.768            454604
   0.01498   0.00000    .00000    .00000    .00000    .00000              454605                
     1.365    -2.658  1032.300   957.900    61.171    80.404 0 0          454606                
       -0.4642382115   0.00652            -0.00476   0.00439  0           454608                
ISHIOKA   KATH12M   0727-115 2019 01 03 15 25  42.0000000000              454701                
   -6847488.09591212   0.01608  -199199.4891851447   0.04838 0      I     454702                
   0.00078    .00000    .00000    .00000  -5.664996375983853       0.0    454703                
  0.112   0.936  0.0017 -0.0003  0.0001  0.0004       6567.913            454704
   0.00000   0.00000    .00000    .00000    .00000    .00000              454705                
    -0.097    28.360  1013.500   990.233    70.695    72.145 0 0          454706                
       -0.0631594760   0.01432             0.00799   0.02604  0           454708                
ISHIOKA   KOKEE     0727-115 2019 01 03 15 25  42.0000000000              454801                
    6816836.91254570   0.00805  1203746.4356097511   0.02194 0      I     454802                
   0.00137    .00000    .00000    .00000   4.085521606144716       0.0    454803                
  0.112   0.398  0.0017 -0.0119  0.0001 -0.0059      18169.249            454804
   0.00000  -0.03806    .00000    .00000    .00000    .00000              454805                
    -0.097    11.683  1013.500   889.717    70.695    96.200 0 0          454806                
        0.1687749697   0.00585            -0.01455   0.00906  0           454808                
ISHIOKA   SEJONG    0727-115 2019 01 03 15 25  42.0000000000              454901                
     362400.92746861   0.00456  -274172.2242544925   0.01317 0      I     454902                
   0.00249    .00000    .00000    .00000   0.742859824200749       0.0    454903                
  0.112   0.194  0.0017  0.0047  0.0001  0.0010     -59998.384            454904
   0.00000   0.00000    .00000    .00000    .00000    .00000              454905                
    -0.097    -1.800  1013.500  1004.900    70.695    43.282 0 0          454906                
        0.9571673558   0.02848            -0.02460   0.01766  0           454908                
ISHIOKA   YARRA12M  0727-115 2019 01 03 15 25  42.0000000000              455001                
   -4570080.25174252   0.00965  -559413.6549546105   0.02843 0      I     455002                
   0.00120    .00000    .00000    .00000  -5.396463984316766       0.0    455003                
  0.112   0.259  0.0017  0.0011  0.0001  0.0015    -147626.660            455004
   0.00000   0.00000    .00000    .00000    .00000    .00000              455005                
    -0.097    13.985  1013.500   986.600    70.695    50.000 0 0          455006                
       -0.0546257002   0.00993            -0.01657   0.01819  0           455008                
KATH12M   KOKEE     0727-115 2019 01 03 15 25  42.0000000000              455101                
   13664334.61282911   0.02563  1402945.6140830934   0.07711 0      I     455102                
   0.00049    .00000    .00000    .00000   3.024126210544687       0.0    455103                
  0.936   0.398 -0.0003 -0.0119  0.0004 -0.0059      11601.336            455104
   0.00000  -0.03806    .00000    .00000    .00000    .00000              455105                
    28.360    11.683   990.233   889.717    72.145    96.200 0 0          455106                
        0.2382775285   0.01561            -0.03367   0.02444  0           455108                
KATH12M   SEJONG    0727-115 2019 01 03 15 25  42.0000000000              455201                
    7209888.49328879   0.01396   -74972.9969393352   0.04199 0      I     455202                
   0.00090    .00000    .00000    .00000  -1.117327903762199       0.0    455203                
  0.936   0.194 -0.0003  0.0047  0.0004  0.0010     -66566.297            455204
   0.00000   0.00000    .00000    .00000    .00000    .00000              455205                
    28.360    -1.800   990.233  1004.900    72.145    43.282 0 0          455206                
        1.0938618989   0.08032            -0.00312   0.05188  0           455208                
KATH12M   YARRA12M  0727-115 2019 01 03 15 25  42.0000000000              455301                
    2277405.37533943   0.01908  -360214.3588129890   0.05741 0      I     455302                
   0.00066    .00000    .00000    .00000   4.745103783847441       0.0    455303                
  0.936   0.259 -0.0003  0.0011  0.0004  0.0015    -154194.573            455304
   0.00000   0.00000    .00000    .00000    .00000    .00000              455305                
    28.360    13.985   990.233   986.600    72.145    50.000 0 0          455306                
        0.0416990557   0.01735            -0.02433   0.03170  0           455308                
KOKEE     SEJONG    0727-115 2019 01 03 15 25  42.0000000000              455401                
   -6454425.93343718   0.00624 -1477917.1559419082   0.01802 0      I     455402                
   0.00182    .00000    .00000    .00000  -5.515225522599977       0.0    455403                
  0.398   0.194 -0.0119  0.0047 -0.0059  0.0010     -78167.632            455404
  -0.03806   0.00000    .00000    .00000    .00000    .00000              455405                
    11.683    -1.800   889.717  1004.900    96.200    43.282 0 0          455406                
        0.7971132245   0.02893             0.00763   0.01793  0           455408                
KOKEE     YARRA12M  0727-115 2019 01 03 15 25  42.0000000000              455501                
  -11386905.15737315   0.01422 -1763158.1609955346   0.04190 0      I     455502                
   0.00081    .00000    .00000    .00000   0.612684510117676       0.0    455503                
  0.398   0.259 -0.0119  0.0011 -0.0059  0.0015    -165795.909            455504
  -0.03806   0.00000    .00000    .00000    .00000    .00000              455505                
    11.683    13.985   889.717   986.600    96.200    50.000 0 0          455506                
       -0.2089575938   0.01059            -0.00941   0.01793  0           455508                
SEJONG    YARRA12M  0727-115 2019 01 03 15 25  42.0000000000              455601                
   -4932481.03625149   0.00796  -285241.4816341641   0.02345 0      I     455602                
   0.00145    .00000    .00000    .00000  -0.598008761456631       0.0    455603                
  0.194   0.259  0.0047  0.0011  0.0010  0.0015     -87628.276            455604
   0.00000   0.00000    .00000    .00000    .00000    .00000              455605                
    -1.800    13.985  1004.900   986.600    43.282    50.000 0 0          455606                
       -1.0648649713   0.06062            -0.06704   0.03837  0           455608                
HART15M   NYALES20  3C446    2019 01 03 15 27   5.0000000000              455701                
   15548941.83432935   0.01015  -552991.0987559186   0.02156 0      I     455702                
   0.00096    .00000    .00000    .00000   2.271422344269597       0.0    455703                
  0.654   0.699  0.0005  0.3021  0.0009 -0.0287    -331618.197            455704
   0.00000  -0.07610    .00000    .00000    .00000    .00000              455705                
    23.382    -7.484   863.500   999.400    65.437    77.660 0 0          455706                
       -0.1296164059   0.01442            -0.01629   0.01975  0           455708                
HART15M   ONSALA60  3C446    2019 01 03 15 27   5.0000000000              455801                
    8177474.88194949   0.01033  -459680.6404279049   0.02663 0      I     455802                
   0.00105    .00000    .00000    .00000   3.628581219998882       0.0    455803                
  0.654   0.466  0.0005  0.0051  0.0009 -0.0008     -65208.654            455804
   0.00000   0.01770    .00000    .00000    .00000    .00000              455805                
    23.382     1.239   863.500  1032.200    65.437    61.839 0 0          455806                
        0.9748340625   0.01620             0.02498   0.02712  0           455808                
HART15M   WETTZ13N  3C446    2019 01 03 15 27   5.0000000000              455901                
    5677199.80788323   0.00850  -412250.6407625406   0.01805 0      I     455902                
   0.00115    .00000    .00000    .00000   2.907603059157687       0.0    455903                
  0.654   0.164  0.0005 -0.0021  0.0009  0.0004     -22576.734            455904
   0.00000   0.00000    .00000    .00000    .00000    .00000              455905                
    23.382    -2.539   863.500   957.880    65.437    80.761 0 0          455906                
        0.4685279617   0.00894             0.00751   0.01184  0           455908                
NYALES20  ONSALA60  3C446    2019 01 03 15 27   5.0000000000              456001                
   -7371468.43063348   0.00761    93309.8528921948   0.01963 0      I     456002                
   0.00142    .00000    .00000    .00000   0.802814437978239       0.0    456003                
  0.699   0.466  0.3021  0.0051 -0.0287 -0.0008     266409.543            456004
  -0.07610   0.01770    .00000    .00000    .00000    .00000              456005                
    -7.484     1.239   999.400  1032.200    77.660    61.839 0 0          456006                
        1.0951335814   0.00584             0.02118   0.00874  0           456008                
NYALES20  WETTZ13N  3C446    2019 01 03 15 27   5.0000000000              456101                
   -9871744.21017010   0.00820   140739.7046020286   0.01622 0      I     456102                
   0.00115    .00000    .00000    .00000  -0.795390343807426       0.0    456103                
  0.699   0.164  0.3021 -0.0021 -0.0287  0.0004     309041.463            456104
  -0.07610   0.00000    .00000    .00000    .00000    .00000              456105                
    -7.484    -2.539   999.400   957.880    77.660    80.761 0 0          456106                
        0.5995045683   0.00470             0.00826   0.00462  0           456108                
ONSALA60  WETTZ13N  3C446    2019 01 03 15 27   5.0000000000              456201                
   -2500275.44299744   0.00522    47429.9706439112   0.01321 0      I     456202                
   0.00204    .00000    .00000    .00000  -2.288192535969935       0.0    456203                
  0.466   0.164  0.0051 -0.0021 -0.0008  0.0004      42631.920            456204
   0.01770   0.00000    .00000    .00000    .00000    .00000              456205                
     1.239    -2.539  1032.200   957.880    61.839    80.761 0 0          456206                
       -0.4959589957   0.00561            -0.01098   0.00890  0           456208                
ISHIOKA   KATH12M   1145-071 2019 01 03 15 28  24.0000000000              456301                
   -1291532.14961998   0.04543  -304021.3003235863   0.03364 0      I     456302                
   0.00014    .00000    .00000    .00000  -3.878794791791750       0.1    456303                
  0.229   2.567  0.0038  0.0022 -0.0134  0.0255       6567.645            456304
   0.00000   0.00000    .00000    .00000    .00000    .00000              456305                
     0.203    28.354  1013.500   990.244    69.405    72.336 0 0          456306                
       -0.0359889322   0.02347             0.03017   0.00782  0           456308                
ISHIOKA   KOKEE     1145-071 2019 01 03 15 28  24.0000000000              456401                
  -12106572.00011414   0.02295  1051327.3840500934   0.02071 0      I     456402                
   0.00028    .00000    .00000    .00000  -4.555818011473405       0.0    456403                
  0.229   0.161  0.0038 -0.0027 -0.0134  0.0000      18169.195            456404
   0.00000  -0.03991    .00000    .00000    .00000    .00000              456405                
     0.203    11.600  1013.500   889.800    69.405    96.200 0 0          456406                
        0.1043392680   0.01260            -0.02002   0.00545  0           456408                
KATH12M   KOKEE     1145-071 2019 01 03 15 28  24.0000000000              456501                
  -10815038.04924720   0.04976  1355349.0550137842   0.04519 0      I     456502                
   0.00014    .00000    .00000    .00000   2.008026924029163       0.1    456503                
  2.567   0.161  0.0022 -0.0027  0.0255  0.0000      11601.550            456504
   0.00000  -0.03991    .00000    .00000    .00000    .00000              456505                
    28.354    11.600   990.244   889.800    72.336    96.200 0 0          456506                
        0.1834345242   0.02685            -0.03478   0.01151  0           456508                
HART15M   NYALES20  2318+049 2019 01 03 15 28  50.0000000000              456601                
   11593968.28596781   0.01966  -317001.7157344007   0.03340 0      I     456602                
   0.00044    .00000    .00000    .00000   3.925136724236328       0.0    456603                
  0.670   0.267  0.0009  0.0421  0.0005  0.0015    -331618.063            456604
   0.00000  -0.09740    .00000    .00000    .00000    .00000              456605                
    23.282    -7.258   863.500   999.400    65.582    77.857 0 0          456606                
       -0.1997564535   0.01065            -0.04998   0.00857  0           456608                
HART15M   ONSALA60  2318+049 2019 01 03 15 28  50.0000000000              456701                
    4654158.93258249   0.02583  -347837.3685825717   0.04973 0      I     456702                
   0.00036    .00000    .00000    .00000  -0.546602595172672       0.0    456703                
