DATA IN NGS FORMAT FROM DATABASE 19MAY02XE_V005                                                 
    14.600    10.000   886.500  1017.225    93.600    99.925 0 0          232606                
         .8110912887    .01515         .0056118689    .00599  0           232608                
WETTZ13N  WARK12M   1040+244 2019 05 03 11 56  28.0000000000              232701                
   -1559794.73236428    .03341  1804713.1496234760    .00987 1      I     232702                
    .00011    .00000    .00000    .00000  -2.506766688748226        0.    232703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            232704
    .00000    .00000    .00000    .00000    .00000    .00000              232705                
     9.665    10.000   938.416  1017.225    83.063    99.925 0 0          232706                
         .0767814163    .02704        -.0425656234    .00539  0           232708                
MEDICINA  WETTZELL  0958+346 2019 05 03 11 56  58.0000000000              232801                
   -1056636.97836132    .01331    71876.9373066695    .00410 0      I     232802                
    .00028    .00000    .00000    .00000  -6.281037734076547        0.    232803                
  1.267   0.774  0.0109 -0.0058 -0.0077  0.0029      23453.202            232804
    .00000    .00591    .00000    .00000    .00000    .00000              232805                
    20.014     9.665  1006.200   938.416    48.844    83.065 0 0          232806                
       -6.1250198641    .01116        -.0153082106    .00192  0           232808                
FORTLEZA  HART15M   CTA26    2019 05 03 11 57  53.0000000000              232901                
   -6100690.59213037    .10771  1552525.0215866730    .21945 2      I     232902                
    .00012    .00000    .00000    .00000    .198006010402635        0.    232903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            232904
   -.00232    .00000    .00000    .00000    .00000    .00000              232905                
    26.709    23.433  1009.646   865.883    75.805    41.698 0 0          232906                
        1.9909385710    .02059        1.8144041999    .03086  0           232908                
FORTLEZA  HART15M   0104-408 2019 05 03 12 00  50.0000000000              233001                
    1650315.27833167    .03541  1123679.1831854510    .06750 0      I     233002                
    .00026    .00000    .00000    .00000   3.199100421536746        0.    233003                
  0.925   0.410 -0.0047  0.0013  0.0025 -0.0033      16763.660            233004
   -.00557    .00000    .00000    .00000    .00000    .00000              233005                
    26.710    23.627  1009.658   865.800    75.727    43.118 0 0          233006                
         .0167062774    .01408         .0091671507    .01843  0           233008                
WARK12M   YARRA12M  1144-379 2019 05 03 12 03   7.0000000000              233101                
   -1898683.13494867    .05396  -984605.8392431499    .06252 0      I     233102                
    .00013    .00000    .00000    .00000  -1.099706366040390        0.    233103                
  0.391   0.067  0.0008  0.0017 -0.0004 -0.0006      69549.123            233104
    .00000    .00000    .00000    .00000    .00000    .00000              233105                
    10.157    17.161  1017.300   984.100   100.000    33.000 0 0          233106                
       -4.8837304746    .02059         .0193231544    .01641  0           233108                
ISHIOKA   KATH12M   1144-379 2019 05 03 12 03   7.0000000000              233201                
  -13717560.87657835    .02646  -148466.7887379848    .04886 0      I     233202                
    .00034    .00000    .00000    .00000  -2.032104829760678        0.    233203                
  1.637   1.318  0.0647  0.0006 -0.0025 -0.0002     206701.484            233204
    .00000    .00000    .00000    .00000    .00000    .00000              233205                
    15.361    29.889  1002.920   998.104    97.700    55.082 0 0          233206                
       -4.2811115062    .01436         .0274745852    .01802  0           233208                
ISHIOKA   YARRA12M  1144-379 2019 05 03 12 03   7.0000000000              233301                
  -14415460.24216309    .02415  -447730.5514228574    .04460 0      I     233302                
    .00038    .00000    .00000    .00000  -3.781098325098848        0.    233303                
  1.637   0.067  0.0647  0.0017 -0.0025 -0.0006      47136.469            233304
    .00000    .00000    .00000    .00000    .00000    .00000              233305                
    15.361    17.161  1002.920   984.100    97.700    33.000 0 0          233306                
      -11.9576509197    .01301        -.0271775409    .01633  0           233308                
KATH12M   WARK12M   1144-379 2019 05 03 12 03   7.0000000000              233401                
    1200780.86713050    .04860   685342.3776148949    .05630 0      I     233402                
    .00015    .00000    .00000    .00000   1.288311767334938        0.    233403                
  1.318   0.391  0.0006  0.0008 -0.0002 -0.0004    -229114.138            233404
    .00000    .00000    .00000    .00000    .00000    .00000              233405                
    29.889    10.157   998.104  1017.300    55.082   100.000 0 0          233406                
       -2.8902725404    .02662         .0141641068    .02096  0           233408                
KATH12M   YARRA12M  1144-379 2019 05 03 12 03   7.0000000000              233501                
    -697903.47155400    .02048  -299264.0528949054    .02241 0      I     233502                
    .00034    .00000    .00000    .00000   -.366180721723287        0.    233503                
  1.318   0.067  0.0006  0.0017 -0.0002 -0.0006    -159565.015            233504
    .00000    .00000    .00000    .00000    .00000    .00000              233505                
    29.889    17.161   998.104   984.100    55.082    33.000 0 0          233506                
       -7.7454212443    .01406         .0062648982    .01041  0           233508                
ISHIOKA   WARK12M   1144-379 2019 05 03 12 03   7.0000000000              233601                
  -12516789.41286050    .04331   536875.9335361054    .07754 0      I     233602                
    .00021    .00000    .00000    .00000  -2.625399596350786        0.    233603                
  1.637   0.391  0.0647  0.0008 -0.0025 -0.0004     -22412.655            233604
    .00000    .00000    .00000    .00000    .00000    .00000              233605                
    15.361    10.157  1002.920  1017.300    97.700   100.000 0 0          233606                
       -7.1232354405    .02141         .0101916529    .02612  0           233608                
WETTZ13N  WETTZELL  3C418    2019 05 03 12 05  41.0000000000              233701                
      -3082.75492861    .00511      -13.0536638288    .01040 0      I     233702                
    .00187    .00000    .00000    .00000  -3.216604047801292        0.    233703                
  0.578   0.594 -0.0012 -0.0047 -0.0003 -0.0016     -13954.519            233704
    .00000    .00444    .00000    .00000    .00000    .00000              233705                
    10.000    10.000   938.500   938.500    80.800    80.800 0 0          233706                
         .4443265266    .00260         .0014459290    .00326  0           233708                
MEDICINA  WETTZ13N  3C418    2019 05 03 12 05  41.0000000000              233801                
    -922752.65452409    .00507   -58580.3428207821    .01198 0      I     233802                
    .00208    .00000    .00000    .00000  -2.604099367636224        0.    233803                
  0.870   0.578  0.0079 -0.0012  0.0027 -0.0003      37408.058            233804
    .00000    .00000    .00000    .00000    .00000    .00000              233805                
    20.102    10.000  1006.101   938.500    46.516    80.800 0 0          233806                
       -6.5308920656    .00345        -.0005205823    .00458  0           233808                
MEDICINA  WETTZELL  3C418    2019 05 03 12 05  41.0000000000              233901                
    -925835.40889053    .00186   -58593.3628508684    .00439 0      I     233902                
    .00568    .00000    .00000    .00000  -5.813818611387442        0.    233903                
  0.870   0.594  0.0079 -0.0047  0.0027 -0.0016      23453.539            233904
    .00000    .00444    .00000    .00000    .00000    .00000              233905                
    20.102    10.000  1006.101   938.500    46.516    80.800 0 0          233906                
       -6.1027895757    .00204        -.0019080967    .00268  0           233908                
ISHIOKA   WETTZ13N  3C418    2019 05 03 12 05  41.0000000000              234001                
   -6871086.54524128    .02638  1235511.3429463070    .05196 0      I     234002                
    .00036    .00000    .00000    .00000   -.428603087145873        0.    234003                
  2.664   0.578 -0.1583 -0.0012  0.0509 -0.0003     181037.647            234004
    .00000    .00000    .00000    .00000    .00000    .00000              234005                
    15.600    10.000  1003.000   938.500    97.704    80.800 0 0          234006                
       -7.1306593040    .01550        -.0055678751    .02070  0           234008                
ISHIOKA   KOKEE     3C418    2019 05 03 12 05  41.0000000000              234101                
   -7736654.10993109    .01440  -201597.0627008946    .02933 0      I     234102                
    .00066    .00000    .00000    .00000  -3.529686597131552        0.    234103                
  2.664   0.775 -0.1583  0.0004  0.0509  0.0008    -163158.891            234104
    .00000   -.02293    .00000    .00000    .00000    .00000              234105                
    15.600    14.495  1003.000   886.391    97.704    93.500 0 0          234106                
       -7.7895015965    .00476        -.0411713615    .00673  0           234108                
KOKEE     WETTZ13N  3C418    2019 05 03 12 05  41.0000000000              234201                
     865578.63493756    .04221  1437108.5003117070    .08600 0      I     234202                
    .00023    .00000    .00000    .00000   4.471794213816969        0.    234203                
  0.775   0.578  0.0004 -0.0012  0.0008 -0.0003     344196.538            234204
   -.02293    .00000    .00000    .00000    .00000    .00000              234205                
    14.495    10.000   886.391   938.500    93.500    80.800 0 0          234206                
         .6829441677    .01685        -.0198959945    .02358  0           234208                
ISHIOKA   WETTZELL  3C418    2019 05 03 12 05  41.0000000000              234301                
   -6874169.27306752    .01053  1235498.3199162940    .02145 1      I     234302                
    .00091    .00000    .00000    .00000  -3.656550536715221        0.    234303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            234304
    .00000    .00444    .00000    .00000    .00000    .00000              234305                
    15.600    10.000  1003.000   938.500    97.704    80.800 0 0          234306                
       -6.7056839447    .01032        -.0298020742    .01417  0           234308                
KOKEE     WETTZELL  3C418    2019 05 03 12 05  41.0000000000              234401                
     862495.84656006    .01466  1437095.3570417470    .02988 0      I     234402                
    .00065    .00000    .00000    .00000   1.532852007057611        0.    234403                
  0.775   0.594  0.0004 -0.0047  0.0008 -0.0016     330242.019            234404
   -.02293    .00444    .00000    .00000    .00000    .00000              234405                
    14.495    10.000   886.391   938.500    93.500    80.800 0 0          234406                
        1.1234460900    .01073         .0146001157    .01477  0           234408                
ISHIOKA   MEDICINA  3C418    2019 05 03 12 05  41.0000000000              234501                
   -5948334.19229225    .00890  1294091.7884985580    .02102 1      I     234502                
    .00119    .00000    .00000    .00000  -3.358209116650767        0.    234503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            234504
    .00000    .00000    .00000    .00000    .00000    .00000              234505                
    15.600    20.102  1003.000  1006.101    97.704    46.516 0 0          234506                
        -.5608578771    .01241        -.0138641536    .01628  0           234508                
KOKEE     MEDICINA  3C418    2019 05 03 12 05  41.0000000000              234601                
    1788331.37227680    .01272  1495688.9347634170    .03006 0      I     234602                
    .00083    .00000    .00000    .00000   2.708190350422516        0.    234603                
  0.775   0.870  0.0004  0.0079  0.0008  0.0027     306788.480            234604
   -.02293    .00000    .00000    .00000    .00000    .00000              234605                
    14.495    20.102   886.391  1006.101    93.500    46.516 0 0          234606                
        7.1686968185    .01260         .0462617050    .01658  0           234608                
FORTLEZA  WETTZ13N  3C418    2019 05 03 12 05  41.0000000000              234701                
   -3558489.47395000    .06635  -173217.4852228097    .13066 0      I     234702                
    .00014    .00000    .00000    .00000   -.738635651237720        0.    234703                
  2.325   0.578  0.0403 -0.0012 -0.0447 -0.0003       2304.724            234704
   -.00407    .00000    .00000    .00000    .00000    .00000              234705                
    26.739    10.000  1009.611   938.500    75.631    80.800 0 0          234706                
       -3.6699214601    .01884         .0636115067    .02601  0           234708                
FORTLEZA  ISHIOKA   3C418    2019 05 03 12 05  41.0000000000              234801                
    3312593.04083700    .04796 -1408727.3947399060    .09446 8      I     234802                
    .00020    .00000    .00000    .00000   1.587378233006166        0.    234803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            234804
   -.00407    .00000    .00000    .00000    .00000    .00000              234805                
    26.739    15.600  1009.611  1003.000    75.631    97.704 0 0          234806                
        3.5157960407    .04264         .0530381350    .05664  0           234808                
FORTLEZA  KOKEE     3C418    2019 05 03 12 05  41.0000000000              234901                
   -4424061.72470249    .05040 -1610323.7443099440    .10269 0      I     234902                
    .00019    .00000    .00000    .00000  -2.620136124772354        0.    234903                
  2.325   0.775  0.0403  0.0004 -0.0447  0.0008    -341891.815            234904
   -.00407   -.02293    .00000    .00000    .00000    .00000              234905                
    26.739    14.495  1009.611   886.391    75.631    93.500 0 0          234906                
       -4.3236055187    .02324         .0306527177    .03233  0           234908                
FORTLEZA  WETTZELL  3C418    2019 05 03 12 05  41.0000000000              235001                
   -3561572.09814456    .02394  -173230.6265275788    .04877 0      I     235002                
    .00040    .00000    .00000    .00000  -4.193914925672030        0.    235003                
  2.325   0.594  0.0403 -0.0047 -0.0447 -0.0016     -11649.795            235004
   -.00407    .00444    .00000    .00000    .00000    .00000              235005                
    26.739    10.000  1009.611   938.500    75.631    80.800 0 0          235006                
       -3.2670969984    .01022         .0647083379    .01426  0           235008                
FORTLEZA  MEDICINA  3C418    2019 05 03 12 05  41.0000000000              235101                
   -2635736.87148807    .01875  -114637.4155117808    .04430 0      I     235102                
    .00057    .00000    .00000    .00000   -.176721694075585        0.    235103                
  2.325   0.870  0.0403  0.0079 -0.0447  0.0027     -35103.334            235104
   -.00407    .00000    .00000    .00000    .00000    .00000              235105                
    26.739    20.102  1009.611  1006.101    75.631    46.516 0 0          235106                
        2.8586802001    .01131         .0661153100    .01506  0           235108                
WARK12M   YARRA12M  1334-127 2019 05 03 12 06  22.0000000000              235201                
    4407073.85064091    .01576 -1228584.1719962280    .03326 0      I     235202                
    .00062    .00000    .00000    .00000   3.170761458061104        0.    235203                
  0.379   0.082 -0.0021 -0.0022 -0.0002 -0.0027      69551.089            235204
    .00000    .00000    .00000    .00000    .00000    .00000              235205                
    10.300    17.523  1017.300   984.100   100.000    33.000 0 0          235206                
       -4.7146503500    .02507         .0283694421    .03557  0           235208                
WARK12M   YARRA12M  1540-828 2019 05 03 12 09  14.0000000000              235301                
    3887553.00432233    .02240  -108754.6344883901    .00665 0      I     235302                
    .00016    .00000    .00000    .00000   3.507106453197098        0.    235303                
  0.492   0.130  0.0070  0.0293  0.0001 -0.0008      69552.824            235304
    .00000    .00000    .00000    .00000    .00000    .00000              235305                
    10.279    17.600  1017.320   984.117   100.000    33.087 0 0          235306                
       -4.8742634958    .01956         .0044895314    .00392  0           235308                
HART15M   YARRA12M  1540-828 2019 05 03 12 09  14.0000000000              235401                
   -3683143.24316896    .09606  -126165.9861863775    .06921 2      I     235402                
    .00006    .00000    .00000    .00000  -2.882658294491351        0.    235403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            235404
    .00000    .00000    .00000    .00000    .00000    .00000              235405                
    24.000    17.600   865.763   984.117    41.663    33.087 0 0          235406                
       -4.5137295188    .01552        -.0348412312    .00850  0           235408                
HART15M   WARK12M   1540-828 2019 05 03 12 09  14.0000000000              235501                
   -7570646.82147138    .05284   -17411.5107356645    .03807 1      I     235502                
    .00011    .00000    .00000    .00000  -1.376751885027053        0.    235503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            235504
    .00000    .00000    .00000    .00000    .00000    .00000              235505                
    24.000    10.279   865.763  1017.320    41.663   100.000 0 0          235506                
       -3.5363145490    .02445        -.0332942618    .01203  0           235508                
FORTLEZA  HART15M   0131-522 2019 05 03 12 11  58.0000000000              235601                
   -1527439.27561658    .07315   935449.3362473778    .14904 0      I     235602                
    .00013    .00000    .00000    .00000  -4.510407919094247        0.    235603                
  1.151   0.432 -0.0091  0.0024  0.0040 -0.0030      16763.138            235604
   -.00607    .00000    .00000    .00000    .00000    .00000              235605                
    26.773    24.058  1009.547   865.700    75.514    41.255 0 0          235606                
        -.0639077855    .01692        -.0039499285    .02469  0           235608                
MEDICINA  WETTZ13N  1623+578 2019 05 03 12 12  36.0000000000              235701                
   -1614940.22691306    .03051   -20238.9893883326    .00920 0      I     235702                
    .00012    .00000    .00000    .00000  -1.719705248091969        0.    235703                
  1.831   0.925  0.0508 -0.0060  0.0019 -0.0001      37408.408            235704
    .00000    .00000    .00000    .00000    .00000    .00000              235705                
    20.153     9.816  1006.200   938.537    49.177    81.242 0 0          235706                
       -6.5291419796    .01253         .0029168587    .00217  0           235708                
MEDICINA  WETTZELL  1623+578 2019 05 03 12 12  36.0000000000              235801                
   -1618121.72126544    .01023   -20238.6300661330    .00308 0      I     235802                
    .00036    .00000    .00000    .00000  -1.117595018819534        0.    235803                
  1.831   0.946  0.0508 -0.0197  0.0019 -0.0008      23453.804            235804
    .00000    .00644    .00000    .00000    .00000    .00000              235805                
    20.153     9.816  1006.200   938.537    49.177    81.242 0 0          235806                
       -6.1342625561    .00810         .0016046414    .00136  0           235808                
FORTLEZA  HART15M   2255-282 2019 05 03 12 14  27.0000000000              235901                
   13109760.36396797    .01372   732004.9132546983    .02796 0      I     235902                
    .00070    .00000    .00000    .00000   4.176865634689452        0.    235903                
  0.872   1.299 -0.0028  0.0170 -0.0039 -0.0529      16763.021            235904
   -.00182    .00000    .00000    .00000    .00000    .00000              235905                
    26.790    24.199  1009.529   865.700    75.479    41.843 0 0          235906                
         .2893096333    .01010        -.0525956563    .01391  0           235908                
WARK12M   YARRA12M  1156+295 2019 05 03 12 15  58.0000000000              236001                
   -4846969.95360692    .03842 -1095588.9972946160    .08407 0      I     236002                
    .00026    .00000    .00000    .00000  -3.333350105771531        0.    236003                
  1.294   0.161 -0.0561 -0.0306 -0.0054 -0.0015      69556.899            236004
    .00000    .00000    .00000    .00000    .00000    .00000              236005                
     9.752    17.497  1017.300   984.200   100.000    33.603 0 0          236006                
       -4.9062936398    .03366         .0347106102    .04969  0           236008                
KATH12M   WARK12M   1156+295 2019 05 03 12 15  58.0000000000              236101                
    9972176.76321592    .04088   762150.4858241266    .08945 8      I     236102                
    .00024    .00000    .00000    .00000   3.333789527351395        0.    236103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            236104
    .00000    .00000    .00000    .00000    .00000    .00000              236105                
    29.600     9.752   998.200  1017.300    54.600   100.000 0 0          236106                
       -2.7817375482    .03801        -.0573098844    .05608  0           236108                
KATH12M   YARRA12M  1156+295 2019 05 03 12 15  58.0000000000              236201                
    5125195.87120055    .02730  -333439.0189999827    .05562 0      I     236202                
    .00035    .00000    .00000    .00000  -1.295187782953414        0.    236203                
  1.644   0.161 -0.0014 -0.0306 -0.0003 -0.0015    -159559.950            236204
    .00000    .00000    .00000    .00000    .00000    .00000              236205                
    29.600    17.497   998.200   984.200    54.600    33.603 0 0          236206                
       -7.6247450073    .01882        -.0190776874    .02594  0           236208                
KOKEE     WARK12M   1156+295 2019 05 03 12 15  58.0000000000              236301                
    5620185.08609937    .06420  -444971.1093862592    .13547 0      I     236302                
    .00015    .00000    .00000    .00000   3.358673838260986        0.    236303                
  0.776   1.294 -0.0000 -0.0561 -0.0010 -0.0054     140740.720            236304
   -.02328    .00000    .00000    .00000    .00000    .00000              236305                
    14.400     9.752   886.200  1017.300    93.500   100.000 0 0          236306                
         .7544360327    .01659        -.0318845805    .02473  0           236308                
KATH12M   KOKEE     1156+295 2019 05 03 12 15  58.0000000000              236401                
    4351993.54159456    .03706  1207122.0285972630    .07550 0      I     236402                
    .00026    .00000    .00000    .00000   -.419912426850131        0.    236403                
  1.644   0.776 -0.0014 -0.0000 -0.0003 -0.0010    -369857.570            236404
    .00000   -.02328    .00000    .00000    .00000    .00000              236405                
    29.600    14.400   998.200   886.200    54.600    93.500 0 0          236406                
       -3.5725702865    .01133        -.0293913307    .01610  0           236408                
KOKEE     YARRA12M  1156+295 2019 05 03 12 15  58.0000000000              236501                
     773208.97384802    .03713 -1540559.5525772450    .07564 0      I     236502                
    .00026    .00000    .00000    .00000   -.395770838279049        0.    236503                
  0.776   0.161 -0.0000 -0.0306 -0.0010 -0.0015     210297.620            236504
   -.02328    .00000    .00000    .00000    .00000    .00000              236505                
    14.400    17.497   886.200   984.200    93.500    33.603 0 0          236506                
       -4.0437921546    .01031         .0338117684    .01476  0           236508                
KATH12M   YARRA12M  0727-115 2019 05 03 12 17  43.0000000000              236601                
   -4625180.02460275    .00943  -343735.8594939872    .01921 0      I     236602                
    .00101    .00000    .00000    .00000   -.342974402037528        0.    236603                
  2.626   0.116  0.0005 -0.0027  0.0170  0.0017    -159559.260            236604
    .00000    .00000    .00000    .00000    .00000    .00000              236605                
    29.590    17.174   998.205   984.200    54.645    34.056 0 0          236606                
       -7.7532003649    .00917        -.0157046000    .01259  0           236608                
HART15M   KATH12M   0727-115 2019 05 03 12 17  43.0000000000              236701                
    6704598.72363575    .00951  2204124.3061149160    .01938 0      I     236702                
    .00100    .00000    .00000    .00000   4.086204973280429        0.    236703                
  0.420   2.626 -0.0006  0.0005  0.0037  0.0170      11202.243            236704
    .00000    .00000    .00000    .00000    .00000    .00000              236705                
    23.683    29.590   865.700   998.205    41.887    54.645 0 0          236706                
        -.4494465190    .00915        -.0147904189    .01256  0           236708                
HART15M   YARRA12M  0727-115 2019 05 03 12 17  43.0000000000              236801                
    2079416.39216388    .00779  1860387.8019165300    .01587 0      I     236802                
    .00122    .00000    .00000    .00000   4.269431787858427        0.    236803                
  0.420   0.116 -0.0006 -0.0027  0.0037  0.0017    -148357.018            236804
    .00000    .00000    .00000    .00000    .00000    .00000              236805                
    23.683    17.174   865.700   984.200    41.887    34.056 0 0          236806                
       -8.1904224451    .00653        -.0361725848    .00898  0           236808                
WETTZ13N  WETTZELL  0716+714 2019 05 03 12 18  27.0000000000              236901                
      -2959.27784047    .01283        4.9686937700    .02527 0      I     236902                
    .00074    .00000    .00000    .00000  -2.641348469170944        0.    236903                
  0.329   0.340 -0.0004 -0.0012  0.0000  0.0003     -13954.675            236904
    .00000    .00670    .00000    .00000    .00000    .00000              236905                
     9.500     9.500   938.600   938.600    82.020    82.020 0 0          236906                
         .4332271740    .00899         .0070072168    .01080  0           236908                
MEDICINA  WETTZ13N  0716+714 2019 05 03 12 18  27.0000000000              237001                
    -944101.16897515    .01186    27709.1667753581    .02416 0      I     237002                
    .00082    .00000    .00000    .00000  -4.426335918222080        0.    237003                
  0.481   0.329  0.0019 -0.0004 -0.0004  0.0000      37408.704            237004
    .00000    .00000    .00000    .00000    .00000    .00000              237005                
    19.975     9.500  1006.113   938.600    45.517    82.020 0 0          237006                
       -6.4738292014    .01082        -.0116250346    .01229  0           237008                
MEDICINA  WETTZELL  0716+714 2019 05 03 12 18  27.0000000000              237101                
    -947060.44285781    .00371    27714.1322461985    .00755 0      I     237102                
    .00262    .00000    .00000    .00000   -.808572258834018        0.    237103                
  0.481   0.340  0.0019 -0.0012 -0.0004  0.0003      23454.030            237104
    .00000    .00670    .00000    .00000    .00000    .00000              237105                
    19.975     9.500  1006.113   938.600    45.517    82.020 0 0          237106                
       -6.0785763773    .00670        -.0041009927    .00757  0           237108                
ISHIOKA   WETTZ13N  0716+714 2019 05 03 12 18  27.0000000000              237201                
   -4627550.08742550    .02531  -646027.3864217817    .04042 0      I     237202                
    .00034    .00000    .00000    .00000  -1.907751318978573        0.    237203                
  0.691   0.329 -0.0079 -0.0004 -0.0024  0.0000     181037.111            237204
    .00000    .00000    .00000    .00000    .00000    .00000              237205                
    15.640     9.500  1003.020   938.600    97.800    82.020 0 0          237206                
       -7.1066012752    .01707        -.0343578756    .01845  0           237208                
ISHIOKA   KOKEE     0716+714 2019 05 03 12 18  27.0000000000              237301                
   10204639.86960215    .02481   -62276.5264129810    .04886 0      I     237302                
    .00038    .00000    .00000    .00000   5.925859928975949        0.    237303                
  0.691   2.676 -0.0079 -0.0023 -0.0024 -0.0035    -163159.024            237304
    .00000   -.02293    .00000    .00000    .00000    .00000              237305                
    15.640    14.400  1003.020   886.200    97.800    93.500 0 0          237306                
       -7.6392142821    .01204        -.0421182773    .01616  0           237308                
KOKEE     WETTZ13N  0716+714 2019 05 03 12 18  27.0000000000              237401                
  -14832183.91567821    .04307  -583751.2572086509    .08483 0      I     237402                
    .00022    .00000    .00000    .00000   1.686631983146493        0.    237403                
  2.676   0.329 -0.0023 -0.0004 -0.0035  0.0000     344196.135            237404
   -.02293    .00000    .00000    .00000    .00000    .00000              237405                
    14.400     9.500   886.200   938.600    93.500    82.020 0 0          237406                
         .5415365902    .01562         .0351174900    .02122  0           237408                
ISHIOKA   WETTZELL  0716+714 2019 05 03 12 18  27.0000000000              237501                
   -4630509.32931376    .00933  -646022.4244803088    .01837 0      I     237502                
    .00101    .00000    .00000    .00000  -4.605628178605594        0.    237503                
  0.691   0.340 -0.0079 -0.0012 -0.0024  0.0003     167082.436            237504
    .00000    .00670    .00000    .00000    .00000    .00000              237505                
    15.640     9.500  1003.020   938.600    97.800    82.020 0 0          237506                
       -6.6962837251    .00980        -.0035517914    .01299  0           237508                
KOKEE     WETTZELL  0716+714 2019 05 03 12 18  27.0000000000              237601                
  -14835143.29132920    .01488  -583746.2026947654    .02931 0      I     237602                
    .00064    .00000    .00000    .00000   -.712890872979924        0.    237603                
  2.676   0.340 -0.0023 -0.0012 -0.0035  0.0003     330241.461            237604
   -.02293    .00670    .00000    .00000    .00000    .00000              237605                
    14.400     9.500   886.200   938.600    93.500    82.020 0 0          237606                
         .9829304725    .00884        -.0099883927    .01182  0           237608                
ISHIOKA   MEDICINA  0716+714 2019 05 03 12 18  27.0000000000              237701                
   -3683448.78177631    .00740  -673736.5233754434    .01507 0      I     237702                
    .00131    .00000    .00000    .00000  -4.821967406597090        0.    237703                
  0.691   0.481 -0.0079  0.0019 -0.0024 -0.0004     143628.407            237704
    .00000    .00000    .00000    .00000    .00000    .00000              237705                
    15.640    19.975  1003.020  1006.113    97.800    45.517 0 0          237706                
        -.5680748513    .01025        -.0196728514    .01159  0           237708                
KOKEE     MEDICINA  0716+714 2019 05 03 12 18  27.0000000000              237801                
  -13888082.44208887    .01196  -611460.3077124786    .02436 0      I     237802                
    .00081    .00000    .00000    .00000  -2.726924357110678        0.    237803                
  2.676   0.481 -0.0023  0.0019 -0.0035 -0.0004     306787.431            237804
   -.02293    .00000    .00000    .00000    .00000    .00000              237805                
    14.400    19.975   886.200  1006.113    93.500    45.517 0 0          237806                
        7.0247172492    .00973         .0286821340    .01108  0           237808                
WETTZ13N  WETTZELL  0613+570 2019 05 03 12 20  56.0000000000              237901                
      -2849.58655355    .01395        5.2611833200    .02228 0      I     237902                
    .00061    .00000    .00000    .00000  -2.931800807138256        0.    237903                
  0.309   0.305 -0.0001 -0.0004  0.0000  0.0003     -13954.706            237904
    .00000    .00892    .00000    .00000    .00000    .00000              237905                
     9.500     9.500   938.584   938.585    81.631    81.932 0 0          237906                
         .4741139911    .01419         .0165223431    .01375  0           237908                
MEDICINA  WETTZ13N  0613+570 2019 05 03 12 20  56.0000000000              238001                
    -528595.04492129    .01046    39255.2711390191    .01374 0      I     238002                
    .00074    .00000    .00000    .00000  -1.060469347909980        0.    238003                
  0.424   0.309  0.0008 -0.0001 -0.0004  0.0000      37408.830            238004
    .00000    .00000    .00000    .00000    .00000    .00000              238005                
    19.791     9.500  1006.200   938.584    47.653    81.631 0 0          238006                
       -6.4800624903    .01314         .0129611880    .00959  0           238008                
MEDICINA  WETTZELL  0613+570 2019 05 03 12 20  56.0000000000              238101                
    -531444.62679015    .00365    39260.5089681466    .00583 0      I     238102                
    .00233    .00000    .00000    .00000  -3.879730892914914        0.    238103                
  0.424   0.305  0.0008 -0.0004 -0.0004  0.0003      23454.124            238104
    .00000    .00892    .00000    .00000    .00000    .00000              238105                
    19.791     9.500  1006.200   938.585    47.653    81.932 0 0          238106                
       -6.0886282667    .00817         .0101821271    .00723  0           238108                
ISHIOKA   WETTZ13N  0613+570 2019 05 03 12 20  56.0000000000              238201                
   -9432763.90548457    .03351 -1003442.0321885350    .03356 0      I     238202                
    .00020    .00000    .00000    .00000   -.683835386012996        0.    238203                
  0.900   0.309 -0.0127 -0.0001 -0.0075  0.0000     181037.007            238204
    .00000    .00000    .00000    .00000    .00000    .00000              238205                
    15.784     9.500  1003.100   938.584    97.800    81.631 0 0          238206                
       -7.1217098467    .01846        -.0269153179    .01256  0           238208                
ISHIOKA   WETTZELL  0613+570 2019 05 03 12 20  56.0000000000              238301                
   -9435613.50823765    .01203 -1003436.7361527000    .01921 0      I     238302                
    .00070    .00000    .00000    .00000  -3.421885830946780        0.    238303                
  0.900   0.305 -0.0127 -0.0004 -0.0075  0.0003     167082.301            238304
    .00000    .00892    .00000    .00000    .00000    .00000              238305                
    15.784     9.500  1003.100   938.585    97.800    81.932 0 0          238306                
       -6.7054265476    .01238        -.0249884736    .01332  0           238308                
ISHIOKA   MEDICINA  0613+570 2019 05 03 12 20  56.0000000000              238401                
   -8904168.56386581    .00879 -1042697.3067087730    .01154 0      I     238402                
    .00088    .00000    .00000    .00000   -.232068556469291        0.    238403                
  0.900   0.424 -0.0127  0.0008 -0.0075 -0.0004     143628.177            238404
    .00000    .00000    .00000    .00000    .00000    .00000              238405                
    15.784    19.791  1003.100  1006.200    97.800    47.653 0 0          238406                
        -.5925904742    .01319        -.0332527922    .00961  0           238408                
HART15M   YARRA12M  0723+219 2019 05 03 12 22  18.0000000000              238501                
