DATA IN NGS FORMAT FROM DATABASE 19FEB14XE_V002                                                 
   0.00000   0.00000    .00000    .00000    .00000    .00000              474205                
     3.000    12.800  1002.400   960.400    65.561    28.519 0 0          474206                
        1.5566256262   0.00784        0.0061413684   0.01016  0           474208                
SVETLOE   WETTZELL  0529+483 2019 02 15 15 30  54.0000000000              474301                
    1641130.80845268   0.00269  -239964.5401519684   0.00530 0      I     474302                
   0.00351    .00000    .00000    .00000   1.462021376283373       0.0    474303                
  0.200   0.128  0.0000 -0.0005 -0.0012 -0.0001    -433736.130            474304
   0.00000  -0.01632    .00000    .00000    .00000    .00000              474305                
     3.000    12.800  1002.400   960.400    65.561    28.519 0 0          474306                
        2.0548634387   0.00538        0.0128778639   0.00763  0           474308                
WETTZ13N  WETTZELL  0529+483 2019 02 15 15 30  54.0000000000              474401                
      -2598.98180551   0.01059       10.3293592526   0.02086 0      I     474402                
   0.00089    .00000    .00000    .00000   0.956985432694172       0.0    474403                
  0.151   0.128 -0.0001 -0.0005 -0.0014 -0.0001      -5127.728            474404
   0.00000  -0.01632    .00000    .00000    .00000    .00000              474405                
    12.800    12.800   960.400   960.400    28.519    28.519 0 0          474406                
        0.5031525868   0.00942        0.0121657632   0.00838  0           474408                
KATH12M   YARRA12M  0454-234 2019 02 15 15 32  55.0000000000              474501                
   -6185556.79053553   0.02033  -267195.5745233014   0.04142 0      I     474502                
   0.00047    .00000    .00000    .00000  -4.137097182763517       0.0    474503                
  3.401   0.479  0.0149  0.0021  0.0073  0.0188    -158946.182            474504
   0.00000   0.00000    .00000    .00000    .00000    .00000              474505                
    25.759    17.177   996.102   986.677    87.251    50.000 0 0          474506                
        3.8238020716   0.01420        0.0090186475   0.01623  0           474508                
BADARY    HART15M   0544+273 2019 02 15 15 33  42.0000000000              474601                
    8527236.78950306   0.01911 -1285010.6189147457   0.02625 0      I     474602                
   0.00041    .00000    .00000    .00000   4.584360174140221       0.0    474603                
  0.047   1.951  0.0008  0.0180  0.0003 -0.0058    -422456.680            474604
   0.00000   0.00000    .00000    .00000    .00000    .00000              474605                
   -14.727    19.600   930.400   861.800    39.967    87.383 0 0          474606                
        0.3285585306   0.01569        0.0323243346   0.01280  0           474608                
BADARY    ISHIOKA   0544+273 2019 02 15 15 33  42.0000000000              474701                
    6656353.42086353   0.01285   581774.6395809856   0.01766 0      I     474702                
   0.00061    .00000    .00000    .00000   3.587044162793025       0.0    474703                
  0.047   0.417  0.0008 -0.0022  0.0003  0.0003    -429070.836            474704
   0.00000   0.00000    .00000    .00000    .00000    .00000              474705                
   -14.727     1.986   930.400  1000.786    39.967    92.050 0 0          474706                
        3.5864303662   0.00871       -0.0222181887   0.00663  0           474708                
BADARY    NYALES20  0544+273 2019 02 15 15 33  42.0000000000              474801                
    5450182.23513008   0.00939  -696983.7775972517   0.01290 0      I     474802                
   0.00083    .00000    .00000    .00000   0.100067021280588       0.0    474803                
  0.047   0.141  0.0008  0.0021  0.0003 -0.0040    -721902.883            474804
   0.00000   0.02781    .00000    .00000    .00000    .00000              474805                
   -14.727   -13.740   930.400   997.433    39.967    74.433 0 0          474806                
        3.6853666097   0.00844       -0.3795559503   0.00704  0           474808                
BADARY    SVETLOE   0544+273 2019 02 15 15 33  42.0000000000              474901                
    1624816.15413444   0.00507  -899773.4439315940   0.00696 0      I     474902                
   0.00154    .00000    .00000    .00000   4.034567345008229       0.0    474903                
  0.047   0.250  0.0008  0.0001  0.0003 -0.0027        630.048            474904
   0.00000   0.00000    .00000    .00000    .00000    .00000              474905                
   -14.727     2.991   930.400  1002.400    39.967    65.409 0 0          474906                
        2.7799134554   0.00600        0.0056228078   0.00572  0           474908                
BADARY    WETTZ13N  0544+273 2019 02 15 15 33  42.0000000000              475001                
    2798503.32814193   0.02666 -1220139.1109717691   0.03663 0      I     475002                
   0.00029    .00000    .00000    .00000   2.626492025029937       0.0    475003                
  0.047   0.189  0.0008  0.0001  0.0003 -0.0030    -427978.792            475004
   0.00000   0.00000    .00000    .00000    .00000    .00000              475005                
   -14.727    12.696   930.400   960.400    39.967    28.747 0 0          475006                
        4.3686488939   0.01321        0.0192827813   0.00773  0           475008                
BADARY    WETTZELL  0544+273 2019 02 15 15 33  42.0000000000              475101                
    2796022.43492956   0.00779 -1220124.5146603722   0.01071 0      I     475102                
   0.00100    .00000    .00000    .00000   2.136733238454948       0.0    475103                
  0.047   0.154  0.0008  0.0003  0.0003 -0.0003    -433106.523            475104
   0.00000  -0.01926    .00000    .00000    .00000    .00000              475105                
   -14.727    12.695   930.400   960.400    39.967    28.740 0 0          475106                
        4.8825339446   0.00660        0.0090625207   0.00543  0           475108                
HART15M   ISHIOKA   0544+273 2019 02 15 15 33  42.0000000000              475201                
   -1870899.74388908   0.03092  1866788.0248278270   0.02052 0      I     475202                
   0.00018    .00000    .00000    .00000  -1.537478983135515       0.1    475203                
  1.951   0.417  0.0180 -0.0022 -0.0058  0.0003      -6614.155            475204
   0.00000   0.00000    .00000    .00000    .00000    .00000              475205                
    19.600     1.986   861.800  1000.786    87.383    92.050 0 0          475206                
        3.2882887548   0.02463       -0.0509353655   0.00962  0           475208                
HART15M   NYALES20  0544+273 2019 02 15 15 33  42.0000000000              475301                
   -3077059.74027665   0.02474   588028.5500345378   0.01642 0      I     475302                
   0.00022    .00000    .00000    .00000  -5.841959701994092       0.0    475303                
  1.951   0.141  0.0180  0.0021 -0.0058 -0.0040    -299446.203            475304
   0.00000   0.02781    .00000    .00000    .00000    .00000              475305                
    19.600   -13.740   861.800   997.433    87.383    74.433 0 0          475306                
        3.3226692886   0.03169        0.3088208706   0.01348  0           475308                
HART15M   SVETLOE   0544+273 2019 02 15 15 33  42.0000000000              475401                
   -6902424.00567116   0.01376   385237.9103091916   0.01594 0      I     475402                
   0.00052    .00000    .00000    .00000  -1.116614908959358       0.0    475403                
  1.951   0.250  0.0180  0.0001 -0.0058 -0.0027     423086.728            475404
   0.00000   0.00000    .00000    .00000    .00000    .00000              475405                
    19.600     2.991   861.800  1002.400    87.383    65.409 0 0          475406                
        2.4449577189   0.02661       -0.0377804950   0.02219  0           475408                
HART15M   WETTZ13N  0544+273 2019 02 15 15 33  42.0000000000              475501                
   -5728733.99741250   0.05512    64871.8649771778   0.03659 0      I     475502                
   0.00010    .00000    .00000    .00000  -0.073307678516013       0.1    475503                
  1.951   0.189  0.0180  0.0001 -0.0058 -0.0030      -5522.112            475504
   0.00000   0.00000    .00000    .00000    .00000    .00000              475505                
    19.600    12.696   861.800   960.400    87.383    28.747 0 0          475506                
        4.1015797687   0.02880       -0.0048519380   0.00870  0           475508                
HART15M   WETTZELL  0544+273 2019 02 15 15 33  42.0000000000              475601                
   -5731214.97291165   0.01465    64886.4533341284   0.00973 0      I     475602                
   0.00037    .00000    .00000    .00000  -0.332769934399157       0.0    475603                
  1.951   0.154  0.0180  0.0003 -0.0058 -0.0003     -10649.842            475604
   0.00000  -0.01926    .00000    .00000    .00000    .00000              475605                
    19.600    12.695   861.800   960.400    87.383    28.740 0 0          475606                
        4.5563007910   0.01556       -0.0160328065   0.00647  0           475608                
ISHIOKA   NYALES20  0544+273 2019 02 15 15 33  42.0000000000              475701                
   -1206162.45283812   0.01581 -1278757.0855589001   0.00713 0      I     475702                
   0.00028    .00000    .00000    .00000  -1.839133775070191       0.0    475703                
  0.417   0.141 -0.0022  0.0021  0.0003 -0.0040    -292832.047            475704
   0.00000   0.02781    .00000    .00000    .00000    .00000              475705                
     1.986   -13.740  1000.786   997.433    92.050    74.433 0 0          475706                
        0.0348565781   0.02716        0.0650023093   0.00802  0           475708                
ISHIOKA   SVETLOE   0544+273 2019 02 15 15 33  42.0000000000              475801                
   -5031527.08050384   0.01246 -1481547.3667423993   0.01416 0      I     475802                
   0.00057    .00000    .00000    .00000  -1.647360077605803       0.0    475803                
  0.417   0.250 -0.0022  0.0001  0.0003 -0.0027     429700.883            475804
   0.00000   0.00000    .00000    .00000    .00000    .00000              475805                
     1.986     2.991  1000.786  1002.400    92.050    65.409 0 0          475806                
       -0.8108910390   0.01881        0.0202680148   0.01518  0           475808                
ISHIOKA   WETTZ13N  0544+273 2019 02 15 15 33  42.0000000000              475901                
   -3857837.71323921   0.04719 -1801912.7023400543   0.03133 0      I     475902                
   0.00012    .00000    .00000    .00000  -0.086131123737502       0.1    475903                
  0.417   0.189 -0.0022  0.0001  0.0003 -0.0030       1092.043            475904
   0.00000   0.00000    .00000    .00000    .00000    .00000              475905                
     1.986    12.696  1000.786   960.400    92.050    28.747 0 0          475906                
        0.7408434154   0.02906        0.0298784263   0.01015  0           475908                
ISHIOKA   WETTZELL  0544+273 2019 02 15 15 33  42.0000000000              476001                
   -3860318.60360425   0.01331 -1801898.1756229349   0.00803 0      I     476002                
   0.00039    .00000    .00000    .00000  -2.906204366953177       0.0    476003                
  0.417   0.154 -0.0022  0.0003  0.0003 -0.0003      -4035.687            476004
   0.00000  -0.01926    .00000    .00000    .00000    .00000              476005                
     1.986    12.695  1000.786   960.400    92.050    28.740 0 0          476006                
        1.2889844962   0.01528        0.0300923504   0.00583  0           476008                
NYALES20  SVETLOE   0544+273 2019 02 15 15 33  42.0000000000              476101                
   -3825364.88414809   0.00786  -202790.1364568346   0.00911 0      I     476102                
   0.00091    .00000    .00000    .00000   1.783771849171569       0.0    476103                
  0.141   0.250  0.0021  0.0001 -0.0040 -0.0027     722532.931            476104
   0.02781   0.00000    .00000    .00000    .00000    .00000              476105                
   -13.740     2.991   997.433  1002.400    74.433    65.409 0 0          476106                
       -0.8743308891   0.01285        0.4727991103   0.01063  0           476108                
NYALES20  WETTZ13N  0544+273 2019 02 15 15 33  42.0000000000              476201                
   -2651675.83037219   0.03038  -523156.2679236216   0.02017 0      I     476202                
   0.00018    .00000    .00000    .00000  -4.091782431551382       0.1    476203                
  0.141   0.189  0.0021  0.0001 -0.0040 -0.0030     293924.091            476204
   0.02781   0.00000    .00000    .00000    .00000    .00000              476205                
   -13.740    12.696   997.433   960.400    74.433    28.747 0 0          476206                
        0.7246005085   0.01997       -0.2854532635   0.00723  0           476208                
NYALES20  WETTZELL  0544+273 2019 02 15 15 33  42.0000000000              476301                
   -2654156.74713183   0.00812  -523141.7298916891   0.00490 0      I     476302                
   0.00064    .00000    .00000    .00000   1.848335529268632       0.0    476303                
  0.141   0.154  0.0021  0.0003 -0.0040 -0.0003     288796.360            476304
   0.02781  -0.01926    .00000    .00000    .00000    .00000              476305                
   -13.740    12.695   997.433   960.400    74.433    28.740 0 0          476306                
        1.2186491272   0.01327       -0.2722421663   0.00522  0           476308                
SVETLOE   WETTZ13N  0544+273 2019 02 15 15 33  42.0000000000              476401                
    1173687.71571602   0.01794  -320365.9454139583   0.02079 0      I     476402                
   0.00040    .00000    .00000    .00000   2.961903582203858       0.0    476403                
  0.250   0.189  0.0001  0.0001 -0.0027 -0.0030    -428608.840            476404
   0.00000   0.00000    .00000    .00000    .00000    .00000              476405                
     2.991    12.696  1002.400   960.400    65.409    28.747 0 0          476406                
        1.5765253895   0.01205        0.0175949864   0.00839  0           476408                
SVETLOE   WETTZELL  0544+273 2019 02 15 15 33  42.0000000000              476501                
    1171206.80922996   0.00534  -320351.3427928212   0.00619 0      I     476502                
   0.00135    .00000    .00000    .00000   2.486391375880248       0.0    476503                
  0.250   0.154  0.0001  0.0003 -0.0027 -0.0003    -433736.570            476504
   0.00000  -0.01926    .00000    .00000    .00000    .00000              476505                
     2.991    12.695  1002.400   960.400    65.409    28.740 0 0          476506                
        2.0812221059   0.00802        0.0054647370   0.00659  0           476508                
WETTZ13N  WETTZELL  0544+273 2019 02 15 15 33  42.0000000000              476601                
      -2480.87783132   0.01677       14.5719892700   0.01114 0      I     476602                
   0.00032    .00000    .00000    .00000  -0.534502822365519       0.0    476603                
  0.189   0.154  0.0001  0.0003 -0.0030 -0.0003      -5127.730            476604
   0.00000  -0.01926    .00000    .00000    .00000    .00000              476605                
    12.696    12.695   960.400   960.400    28.747    28.740 0 0          476606                
        0.5064664067   0.01138        0.0036462628   0.00315  0           476608                
KATH12M   YARRA12M  1104-445 2019 02 15 15 34  51.0000000000              476701                
    -606338.96175438   0.02431  -228135.8953290422   0.04634 0      I     476702                
   0.00038    .00000    .00000    .00000  -0.653688602210380       0.0    476703                
  1.264   0.337  0.0031  0.0028 -0.0002 -0.0044    -158945.830            476704
   0.00000   0.00000    .00000    .00000    .00000    .00000              476705                
    25.799    17.100   996.107   986.600    86.938    50.000 0 0          476706                
        3.8641163039   0.02489        0.0175471628   0.02953  0           476708                
FORTLEZA  KOKEE     1741-038 2019 02 15 15 35  45.0000000000              476801                
   -7261811.70627874   0.01200 -2531956.7579582818   0.01312 0      I     476802                
   0.00058    .00000    .00000    .00000  -3.778296945948193       0.0    476803                
  3.964   0.350  0.0015  0.0003 -0.0242  0.0079      15726.706            476804
  -0.04308  -0.01160    .00000    .00000    .00000    .00000              476805                
    32.100     9.200  1008.100   885.350    68.400    95.800 0 0          476806                
       -0.7843829558   0.00593        0.1304936672   0.00298  0           476808                
FORTLEZA  WARK12M   1741-038 2019 02 15 15 35  45.0000000000              476901                
    -363803.75206365   0.02081 -2676880.3377603577   0.02168 0      I     476902                
   0.00040    .00000    .00000    .00000  -0.887271398785977       0.0    476903                
  3.964   0.791  0.0015  0.0027 -0.0242  0.0102     -64200.730            476904
  -0.04308   0.00000    .00000    .00000    .00000    .00000              476905                
    32.100    10.000  1008.100  1000.000    68.400    50.000 0 0          476906                
        0.0688889730   0.04966        0.1023050661   0.01165  0           476908                
KOKEE     WARK12M   1741-038 2019 02 15 15 35  45.0000000000              477001                
    6898006.82695238   0.01126  -144924.2829801065   0.01172 0      I     477002                
   0.00073    .00000    .00000    .00000  -1.573701702386119       0.0    477003                
  0.350   0.791  0.0003  0.0027  0.0079  0.0102     -79927.436            477004
  -0.01160   0.00000    .00000    .00000    .00000    .00000              477005                
     9.200    10.000   885.350  1000.000    95.800    50.000 0 0          477006                
        0.7929450335   0.01098       -0.0141643524   0.00385  0           477008                
KATH12M   WARK12M   0308-611 2019 02 15 15 38  47.0000000000              477101                
   -1969161.19472783   0.09219  -377394.8663032315   0.06101 2      I     477102                
   0.00007    .00000    .00000    .00000  -3.316907216569164       0.2    477103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477104
   0.00000   0.00000    .00000    .00000    .00000    .00000              477105                
    25.873    10.000   996.087  1000.000    86.633    50.000 0 0          477106                
        0.8689710776   0.05855       -0.0308712400   0.01180  0           477108                
KATH12M   YARRA12M  0308-611 2019 02 15 15 38  47.0000000000              477201                
   -7264798.22005457   0.05921   -47721.3889078855   0.03931 0      I     477202                
   0.00009    .00000    .00000    .00000  -5.497455313910314       0.1    477203                
 10.201   0.663  0.3488  0.0250  0.0278  0.0217    -158945.115            477204
   0.00000   0.00000    .00000    .00000    .00000    .00000              477205                
    25.873    17.100   996.087   986.568    86.633    50.000 0 0          477206                
        3.8026070501   0.03203        0.0298123219   0.01008  0           477208                
WARK12M   YARRA12M  0308-611 2019 02 15 15 38  47.0000000000              477301                
   -5295636.19251465   0.04701   329674.2693337182   0.03111 0      I     477302                
   0.00014    .00000    .00000    .00000   0.212993631872085       0.1    477303                
  1.184   0.663 -0.0399  0.0250 -0.0060  0.0217     -74799.047            477304
   0.00000   0.00000    .00000    .00000    .00000    .00000              477305                
    10.000    17.100  1000.000   986.568    50.000    50.000 0 0          477306                
        2.7989713479   0.04073        0.0008345058   0.00890  0           477308                
BADARY    ISHIOKA   1219+044 2019 02 15 15 39  55.0000000000              477401                
   -9498591.14413141   0.01499   323180.2165411523   0.00942 0      I     477402                
   0.00035    .00000    .00000    .00000  -5.138101139588255       0.0    477403                
  0.113   0.268  0.0050  0.0021 -0.0044 -0.0001    -429070.832            477404
   0.00000   0.00000    .00000    .00000    .00000    .00000              477405                
   -14.975     1.797   930.400  1000.683    40.525    93.069 0 0          477406                
        3.5174049784   0.01133        0.0055392316   0.00412  0           477408                
BADARY    KOKEE     1219+044 2019 02 15 15 39  55.0000000000              477501                
   -9811779.97004344   0.01792  1676366.9240889214   0.01126 0      I     477502                
   0.00030    .00000    .00000    .00000  -4.563088973881539       0.0    477503                
  0.113   0.270  0.0050  0.0001 -0.0044 -0.0036    -412636.405            477504
   0.00000  -0.00715    .00000    .00000    .00000    .00000              477505                
   -14.975     9.241   930.400   885.521    40.525    95.800 0 0          477506                
        3.6456742561   0.00980       -0.0039792284   0.00295  0           477508                
ISHIOKA   KOKEE     1219+044 2019 02 15 15 39  55.0000000000              477601                
    -313176.17869144   0.02455  1353186.4191498600   0.00725 0      I     477602                
   0.00015    .00000    .00000    .00000  -4.288636641427314       0.0    477603                
  0.268   0.270  0.0021  0.0001 -0.0001 -0.0036      16434.427            477604
   0.00000  -0.00715    .00000    .00000    .00000    .00000              477605                
     1.797     9.241  1000.683   885.521    93.069    95.800 0 0          477606                
        0.1390352350   0.01440       -0.0064995300   0.00216  0           477608                
FORTLEZA  HART15M   0048-097 2019 02 15 15 42   7.0000000000              477701                
    1429209.63757001   0.04498  1577399.3179347485   0.02657 0      I     477702                
   0.00011    .00000    .00000    .00000   0.520689937897660       0.1    477703                
  1.248   1.017  0.0003  0.0012  0.0011  0.0016       5906.187            477704
  -0.03683   0.00000    .00000    .00000    .00000    .00000              477705                
    32.588    19.600  1007.888   861.815    67.177    87.230 0 0          477706                
       -3.9943920528   0.02597       -0.0130376715   0.00837  0           477708                
FORTLEZA  SVETLOE   0048-097 2019 02 15 15 42   7.0000000000              477801                
   13326206.87188906   0.02689  1236162.7796464779   0.02693 4      I     477802                
   0.00025    .00000    .00000    .00000   3.921778744417848       0.0    477803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            477804
  -0.03683   0.00000    .00000    .00000    .00000    .00000              477805                
    32.588     2.915  1007.888  1002.400    67.177    65.500 0 0          477806                
       -0.7452201249   0.04174        3.6876264838   0.02974  0           477808                
FORTLEZA  WETTZ13N  0048-097 2019 02 15 15 42   7.0000000000              477901                
    8042402.67000515   0.06247  1131092.9384700230   0.03728 0      I     477902                
   0.00008    .00000    .00000    .00000   3.469588905024497       0.1    477903                
  1.248   0.291  0.0003  0.0027  0.0011  0.0030        384.032            477904
  -0.03683   0.00000    .00000    .00000    .00000    .00000              477905                
    32.588    11.600  1007.888   960.385    67.177    30.285 0 0          477906                
        0.3873568494   0.03365        0.0039366354   0.01028  0           477908                
FORTLEZA  WETTZELL  0048-097 2019 02 15 15 42   7.0000000000              478001                
    8040148.67188263   0.02231  1131080.8195754539   0.01156 0      I     478002                
   0.00022    .00000    .00000    .00000   0.040572593417085       0.0    478003                
  1.248   0.222  0.0003  0.0062  0.0011  0.0002      -4743.705            478004
  -0.03683  -0.02531    .00000    .00000    .00000    .00000              478005                
    32.588    11.600  1007.888   960.385    67.177    30.200 0 0          478006                
        0.8799832078   0.01999        0.0039316094   0.00687  0           478008                
HART15M   SVETLOE   0048-097 2019 02 15 15 42   7.0000000000              478101                
   11896997.67114046   0.01768  -341235.9324384579   0.01801 4      I     478102                
   0.00038    .00000    .00000    .00000   3.679367968302802       0.0    478103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            478104
   0.00000   0.00000    .00000    .00000    .00000    .00000              478105                
    19.600     2.915   861.815  1002.400    87.230    65.500 0 0          478106                
        1.1607762515   0.04197       -3.7527892360   0.03099  0           478108                
HART15M   WETTZ13N  0048-097 2019 02 15 15 42   7.0000000000              478201                
    6613193.68055918   0.04966  -446305.6857710608   0.02964 0      I     478202                
   0.00010    .00000    .00000    .00000   4.640070308351370       0.1    478203                
  1.017   0.291  0.0012  0.0027  0.0016  0.0030      -5522.154            478204
   0.00000   0.00000    .00000    .00000    .00000    .00000              478205                
    19.600    11.600   861.815   960.385    87.230    30.285 0 0          478206                
        4.3748998817   0.02335        0.0109072816   0.00542  0           478208                
HART15M   WETTZELL  0048-097 2019 02 15 15 42   7.0000000000              478301                
    6610939.67816196   0.01644  -446317.8328192764   0.00972 0      I     478302                
   0.00031    .00000    .00000    .00000   1.240676870181127       0.0    478303                
  1.017   0.222  0.0012  0.0062  0.0016  0.0002     -10649.892            478304
   0.00000  -0.02531    .00000    .00000    .00000    .00000              478305                
    19.600    11.600   861.815   960.385    87.230    30.200 0 0          478306                
        4.8910489966   0.01189        0.0074978606   0.00400  0           478308                
SVETLOE   WETTZ13N  0048-097 2019 02 15 15 42   7.0000000000              478401                
   -5283802.82570382   0.03028  -105070.0742131450   0.03084 0      I     478402                
   0.00022    .00000    .00000    .00000  -4.481757632087174       0.1    478403                
  0.768   0.291  0.0027  0.0027  0.0294  0.0030    -428610.155            478404
   0.00000   0.00000    .00000    .00000    .00000    .00000              478405                
     2.915    11.600  1002.400   960.385    65.500    30.285 0 0          478406                
        1.4515598468   0.03298        0.0042261943   0.02308  0           478408                
SVETLOE   WETTZELL  0048-097 2019 02 15 15 42   7.0000000000              478501                
   -5286056.76837171   0.00851  -105082.1792982692   0.00852 0      I     478502                
   0.00079    .00000    .00000    .00000  -1.823306209237686       0.0    478503                
  0.768   0.222  0.0027  0.0062  0.0294  0.0002    -433737.893            478504
   0.00000  -0.02531    .00000    .00000    .00000    .00000              478505                
     2.915    11.600  1002.400   960.385    65.500    30.200 0 0          478506                
        2.0110462452   0.02864        0.0113110142   0.02093  0           478508                
KATH12M   WARK12M   1149-084 2019 02 15 15 42  38.0000000000              478601                
    1115537.86762627   0.02925   999844.5730199092   0.02531 0      I     478602                
   0.00026    .00000    .00000    .00000   4.114664045321234       0.0    478603                
  1.169   0.259 -0.0003  0.0009 -0.0002 -0.0003     -84146.255            478604
   0.00000   0.00000    .00000    .00000    .00000    .00000              478605                
    25.904    10.000   996.047  1000.000    86.636    50.000 0 0          478606                
        0.9220703177   0.04938        0.0102263423   0.01500  0           478608                
KATH12M   YARRA12M  1149-084 2019 02 15 15 42  38.0000000000              478701                
    3990847.09813984   0.02359  -265513.6047782957   0.02050 0      I     478702                
   0.00026    .00000    .00000    .00000   0.713201530721082       0.0    478703                
  1.169   0.417 -0.0003 -0.0028 -0.0002 -0.0113    -158944.415            478704
   0.00000   0.00000    .00000    .00000    .00000    .00000              478705                
    25.904    17.100   996.047   986.500    86.636    50.000 0 0          478706                
        3.8979616774   0.01901        0.0091272526   0.00975  0           478708                
WARK12M   YARRA12M  1149-084 2019 02 15 15 42  38.0000000000              478801                
    2875310.75792872   0.03038 -1265356.8985149218   0.02629 0      I     478802                
   0.00025    .00000    .00000    .00000   3.461427115231731       0.1    478803                
  0.259   0.417  0.0009 -0.0028 -0.0003 -0.0113     -74798.160            478804
   0.00000   0.00000    .00000    .00000    .00000    .00000              478805                
    10.000    17.100  1000.000   986.500    50.000    50.000 0 0          478806                
        2.8241885134   0.04329        0.0207750676   0.01304  0           478808                
BADARY    NYALES20  0641+392 2019 02 15 15 45   7.0000000000              478901                
    5270542.79791121   0.02045  -497763.1867113134   0.04166 0      I     478902                
   0.00047    .00000    .00000    .00000   5.811725366770641       0.0    478903                
  0.041   0.125  0.0004  0.0005  0.0002 -0.0024    -721901.445            478904
   0.00000   0.04211    .00000    .00000    .00000    .00000              478905                
   -15.216   -13.749   930.400   997.400    40.949    74.500 0 0          478906                
        3.7456340617   0.01096        0.0605225883   0.01048  0           478908                
KATH12M   KOKEE     1406-076 2019 02 15 15 47  28.0000000000              479001                
   -6616046.05309957   0.01329  1513105.1316079951   0.00853 0      I     479002                
   0.00040    .00000    .00000    .00000  -3.249180100571250       0.0    479003                
  1.966   0.252  0.0001  0.0002 -0.0007 -0.0009      -4217.808            479004
   0.00000  -0.00512    .00000    .00000    .00000    .00000              479005                
    25.844     9.400   995.920   885.622    86.857    95.800 0 0          479006                
        0.2019470668   0.01245       -0.0202145019   0.00490  0           479008                
KATH12M   WARK12M   1406-076 2019 02 15 15 47  28.0000000000              479101                
   -6617246.46988945   0.01362   931209.0290372742   0.00385 0      I     479102                
   0.00031    .00000    .00000    .00000  -4.038867551220380       0.0    479103                
  1.966   0.262  0.0001  0.0008 -0.0007  0.0003     -84146.490            479104
   0.00000   0.00000    .00000    .00000    .00000    .00000              479105                
    25.844    10.000   995.920  1000.000    86.857    50.000 0 0          479106                
        0.9127627968   0.03608       -0.0118020604   0.00362  0           479108                
KATH12M   YARRA12M  1406-076 2019 02 15 15 47  28.0000000000              479201                
    5290056.94333622   0.01186   -34013.4643439738   0.00352 0      I     479202                
   0.00031    .00000    .00000    .00000   0.532316700005701       0.0    479203                
  1.966   0.959  0.0001 -0.0003 -0.0007 -0.0994    -158943.539            479204
   0.00000   0.00000    .00000    .00000    .00000    .00000              479205                
    25.844    17.100   995.920   986.479    86.857    50.000 0 0          479206                
        3.9141222317   0.01547       -0.0034993965   0.00295  0           479208                
KOKEE     WARK12M   1406-076 2019 02 15 15 47  28.0000000000              479301                
      -1204.33231071   0.01446  -581895.3101594097   0.00884 0      I     479302                
   0.00043    .00000    .00000    .00000  -4.841520867952670       0.0    479303                
  0.252   0.262  0.0002  0.0008 -0.0009  0.0003     -79928.682            479304
  -0.00512   0.00000    .00000    .00000    .00000    .00000              479305                
     9.400    10.000   885.622  1000.000    95.800    50.000 0 0          479306                
        0.7043843016   0.02323        0.0224351229   0.00498  0           479308                
KOKEE     YARRA12M  1406-076 2019 02 15 15 47  28.0000000000              479401                
   11906092.77550348   0.01491 -1547116.7208539229   0.00957 0      I     479402                
   0.00036    .00000    .00000    .00000   3.185101781582854       0.0    479403                
  0.252   0.959  0.0002 -0.0003 -0.0009 -0.0994    -154725.731            479404
  -0.00512   0.00000    .00000    .00000    .00000    .00000              479405                
     9.400    17.100   885.622   986.479    95.800    50.000 0 0          479406                
        3.7307662388   0.01249        0.0339534107   0.00479  0           479408                
WARK12M   YARRA12M  1406-076 2019 02 15 15 47  28.0000000000              479501                
   11907297.19549079   0.01378  -965221.9936973008   0.00390 0      I     479502                
   0.00031    .00000    .00000    .00000   3.753766302831365       0.0    479503                
  0.262   0.959  0.0008 -0.0003  0.0003 -0.0994     -74797.048            479504
   0.00000   0.00000    .00000    .00000    .00000    .00000              479505                
    10.000    17.100  1000.000   986.479    50.000    50.000 0 0          479506                
        2.8596675263   0.03761        0.0076535003   0.00378  0           479508                
BADARY    HART15M   0340+362 2019 02 15 15 48  29.0000000000              479601                
    3708637.52852352   0.08714  -838171.7008581443   0.09193 2      I     479602                
   0.00008    .00000    .00000    .00000   3.889569408929993       0.2    479603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            479604
   0.00000   0.00000    .00000    .00000    .00000    .00000              479605                
   -15.249    19.600   930.383   861.900    41.098    87.381 0 0          479606                
        0.2822886230   0.03739        0.0032102328   0.01190  0           479608                
BADARY    ISHIOKA   0340+362 2019 02 15 15 48  29.0000000000              479701                
   10059815.61649662   0.02714   246286.6523872631   0.02863 0      I     479702                
   0.00025    .00000    .00000    .00000   4.690030677769038       0.0    479703                
  0.067   1.180 -0.0006 -0.0549  0.0013  0.0045    -429070.827            479704
   0.00000   0.00000    .00000    .00000    .00000    .00000              479705                
   -15.249     1.410   930.383  1000.600    41.098    93.449 0 0          479706                
        3.6042873664   0.01438       -0.0213599783   0.00703  0           479708                
BADARY    NYALES20  0340+362 2019 02 15 15 48  29.0000000000              479801                
   -2014451.26774929   0.02484  -809861.1500974928   0.02621 0      I     479802                
   0.00028    .00000    .00000    .00000   1.316897739001685       0.0    479803                
  0.067   0.110 -0.0006  0.0017  0.0013 -0.0009    -721901.022            479804
   0.00000   0.03631    .00000    .00000    .00000    .00000              479805                
   -15.249   -13.800   930.383   997.400    41.098    74.292 0 0          479806                
        3.6797271207   0.01229        0.0571827129   0.00550  0           479808                
BADARY    SVETLOE   0340+362 2019 02 15 15 48  29.0000000000              479901                
